account_id,in_degree,out_degree,degree_ratio,pagerank,betweenness,clustering_coeff,total_sent,total_received,n_txn_sent,n_txn_received,unique_receivers,unique_senders,avg_sent_amount,std_sent_amount,round_amount_ratio,max_hourly_velocity,device_diversity,is_smurf_related,role,iso_forest_score,reconstruction_score,risk_score,risk_percentile,alert_status,is_seed,network_flag,final_alert
MULE_03_000,1,1,1.0,7.263039239700721e-05,0.0,0.0,8902.65,9201.52,1,1,1,1,8902.65,0.0,0.0,0,1,True,mule,0.2435996604294605,0.0008778918609533,0.1465109530020576,69.98299319727892,NORMAL,False,1.0,True
MULE_07_002,1,1,1.0,7.297219112499602e-05,0.0,0.0,8484.41,8656.68,1,1,1,1,8484.41,0.0,0.0,0,1,True,mule,0.2438086329681992,0.0003996214523685,0.1464450283618669,69.94047619047619,NORMAL,False,1.0,True
MULE_03_025,1,1,1.0,7.262784497200027e-05,0.0,0.0,8912.3,9180.17,1,1,1,1,8912.3,0.0,0.0,0,1,True,mule,0.2431932996565381,0.0008954999602561,0.1462741797780253,69.89795918367348,NORMAL,False,1.0,True
MULE_06_006,1,1,1.0,7.297613856915595e-05,0.0,0.0,9207.22,9520.92,1,1,1,1,9207.22,0.0,0.0,0,1,True,mule,0.2428050692378143,0.0014535105633779,0.1462644457680398,69.85544217687075,NORMAL,False,1.0,True
MULE_07_025,1,1,1.0,7.300389329310757e-05,0.0,0.0,8463.31,8847.3,1,1,1,1,8463.31,0.0,0.0,0,1,True,mule,0.2434765356529395,0.0003681532616445,0.1462331826964215,69.81292517006803,NORMAL,False,1.0,True
ACC_01587,4,9,2.0,0.0002193836807536,0.0008978723404255,0.0128205128205128,17500.31,3553.26,32,7,9,4,546.8846875,435.9148884815696,0.03125,1,32,False,normal,0.2332667866700685,0.0149058533618241,0.1459224133467707,69.7704081632653,NORMAL,False,0.0,False
MULE_05_028,1,1,1.0,7.314200742065116e-05,0.0,0.0,8988.69,9422.27,1,1,1,1,8988.69,0.0,0.0,0,1,True,mule,0.2424911310474543,0.0010149223849675,0.1459006475824596,69.72789115646259,NORMAL,False,1.0,True
MULE_00_045,1,1,1.0,7.282981087927259e-05,0.0,0.0,9169.48,9454.11,1,1,1,1,9169.48,0.0,0.0,0,1,True,mule,0.2420320960953606,0.0013735448710434,0.1457686756056337,69.68537414965986,NORMAL,False,1.0,True
MULE_00_046,1,1,1.0,7.281902242406859e-05,0.0,0.0,9190.26,9375.49,1,1,1,1,9190.26,0.0,0.0,0,1,True,mule,0.2417459214442724,0.0014249305045096,0.1456175250683673,69.64285714285714,NORMAL,False,1.0,True
ACC_01357,11,7,0.6666666666666666,0.0005291821415421,0.0037991489361702,0.0065359477124183,5959.45,16758.49,12,35,7,11,496.6208333333333,361.9348712747874,0.0,1,12,False,normal,0.2230303309380901,0.0294447145722217,0.1455960843917427,69.60034013605441,NORMAL,False,0.0,False
ACC_01989,10,4,0.4545454545454545,0.0003001210678829,0.0011455319148936,0.0,6934.53,10027.72,14,20,4,10,495.3235714285714,239.4001450615569,0.0,1,14,False,normal,0.2241192243882535,0.0274430129294553,0.1454487398047342,69.5578231292517,NORMAL,False,0.0,False
MULE_00_023,1,1,1.0,7.281527898654678e-05,0.0,0.0,9142.18,9348.21,1,1,1,1,9142.18,0.0,0.0,0,1,True,mule,0.2412873227470467,0.001322081451126,0.1453012262286784,69.51530612244898,NORMAL,False,1.0,True
ACC_01959,10,11,1.0909090909090908,0.0005291980640882,0.0019889361702127,0.0047619047619047,20206.63,11410.97,37,26,11,10,546.1251351351351,373.8813323296104,0.0,1,36,False,normal,0.2301922758269191,0.0178703274107428,0.1452634964604486,69.47278911564626,NORMAL,False,0.0,False
ACC_01229,12,8,0.6923076923076923,0.0003773773741806,0.0023685106382978,0.0105263157894736,19345.5,16189.88,28,33,8,12,690.9107142857143,473.0259516718152,0.0,1,28,False,normal,0.2274181670824612,0.0218588331295148,0.1451944335012827,69.43027210884354,NORMAL,False,0.0,False
ACC_00396,13,11,0.8571428571428571,0.0006263460189636,0.0045523404255319,0.0072463768115942,15303.34,19218.77,31,47,11,13,493.6561290322581,277.39485739858765,0.0,1,31,False,normal,0.2271614457672832,0.0222099721882949,0.1451808563356879,69.38775510204081,NORMAL,False,0.0,False
ACC_00618,5,5,1.0,0.0002289975523211,0.003275744680851,0.0,19069.45,5932.96,34,15,5,5,560.8661764705882,332.3477184663468,0.0294117647058823,1,33,False,normal,0.2197371271847108,0.0329483884646481,0.1450216316966857,69.34523809523809,NORMAL,False,0.0,False
ACC_01774,5,9,1.6666666666666667,0.0001621696571095,0.0016161702127659,0.0109890109890109,13987.76,2561.13,27,6,9,5,518.0651851851852,290.2605445692166,0.0,2,26,False,normal,0.2326917061447377,0.0126325947285043,0.1446680615782443,69.30272108843538,NORMAL,False,0.0,False
ACC_01071,13,6,0.5,0.0005990201343789,0.0010570212765957,0.0,8142.4,25390.88,19,45,6,13,428.5473684210526,387.9913921989351,0.0,1,18,False,normal,0.225048482655645,0.0239488196753726,0.1446086174635361,69.26020408163265,NORMAL,False,0.0,False
MULE_07_013,1,1,1.0,7.310319581937835e-05,0.0,0.0,9045.3,9444.39,1,1,1,1,9045.3,0.0,0.0,0,1,True,mule,0.2401672288258362,0.001119710540282,0.1445482215116146,69.21768707482994,NORMAL,False,1.0,True
MULE_01_026,1,1,1.0,7.27831134191105e-05,0.0,0.0,8493.69,8842.91,1,1,1,1,8493.69,0.0,0.0,0,1,True,mule,0.2404472689766146,0.0003922990254636,0.1444252809961542,69.17517006802721,NORMAL,False,1.0,True
ACC_01889,7,5,0.75,0.0004790721949205,1.3617021276595744e-05,0.0151515151515151,14798.94,15118.39,22,25,5,7,672.679090909091,692.7334948346304,0.0,1,22,False,normal,0.1991159414243419,0.0623296617526977,0.1444014295556842,69.13265306122449,NORMAL,False,0.0,False
MULE_01_010,1,1,1.0,7.285905520768113e-05,0.0,0.0,9186.95,9379.88,1,1,1,1,9186.95,0.0,0.0,0,1,True,mule,0.2396679159803154,0.0014174597607308,0.1443677334924815,69.09013605442176,NORMAL,False,1.0,True
MULE_01_034,1,1,1.0,7.276672633036871e-05,0.0,0.0,8559.11,8727.04,1,1,1,1,8559.11,0.0,0.0,0,1,True,mule,0.2400311382533719,0.0004609053523232,0.1442030450929524,69.04761904761905,NORMAL,False,1.0,True
ACC_00390,8,6,0.7777777777777778,0.0008185802552721,3.4042553191489365e-05,0.0109890109890109,6371.94,17351.1,17,31,6,8,374.82,255.60496608536383,0.0588235294117647,1,17,False,normal,0.2301578282909636,0.0152587668354706,0.1441982037087664,69.00510204081633,NORMAL,False,0.0,False
ACC_01484,6,5,0.8571428571428571,0.0003510533736514,0.0012008510638297,0.0363636363636363,10715.29,11755.17,19,32,5,6,563.9626315789474,444.0226383723408,0.0526315789473684,1,19,False,normal,0.2280083669509054,0.0183429135286703,0.1441421855820114,68.9625850340136,NORMAL,False,0.0,False
ACC_00664,8,13,1.5555555555555556,0.0005688600418841,0.003691914893617,0.0047619047619047,12531.59,16793.64,28,36,13,8,447.5567857142857,267.5580931042491,0.0357142857142857,1,28,False,normal,0.2222593849860208,0.0267526703681172,0.1440566991388594,68.92006802721087,NORMAL,False,0.0,False
ACC_00352,5,8,1.5,0.000758391692627,0.000727659574468,0.0256410256410256,13574.81,8439.13,22,15,8,5,617.0368181818181,503.2993500453389,0.0454545454545454,1,22,False,normal,0.2169001848013557,0.0339793925494924,0.1437318679006104,68.87755102040816,NORMAL,False,0.0,False
MULE_00_008,1,1,1.0,7.282120289409138e-05,0.0,0.0,9171.76,9391.38,1,1,1,1,9171.76,0.0,0.0,0,1,True,mule,0.2385956008882004,0.0013829287396698,0.1437105320287881,68.83503401360545,NORMAL,False,1.0,True
MULE_06_033,1,1,1.0,7.297563667737568e-05,0.0,0.0,9115.59,9517.61,1,1,1,1,9115.59,0.0,0.0,0,1,True,mule,0.2386334657950528,0.0012551686752018,0.1436821469471124,68.79251700680273,NORMAL,False,1.0,True
MULE_01_025,1,1,1.0,7.285548843131049e-05,0.0,0.0,9160.81,9354.66,1,1,1,1,9160.81,0.0,0.0,0,1,True,mule,0.2378001069625194,0.0013618916372919,0.1432248208324284,68.75,NORMAL,False,1.0,True
ACC_01764,6,12,1.8571428571428568,0.0002811747159679,0.0018377179891698,0.0,13687.69,3942.45,26,10,12,6,526.4496153846154,414.5780047371618,0.0769230769230769,1,26,False,normal,0.2248241060700049,0.0207479702454154,0.1431936517401691,68.70748299319727,NORMAL,False,0.0,False
ACC_01715,6,4,0.7142857142857143,0.000164567533652,0.0014659574468085,0.0,16425.32,3088.47,24,7,4,6,684.3883333333333,435.1575733462303,0.0416666666666666,1,24,False,normal,0.2187831602876272,0.0295832560482249,0.1431031985918663,68.66496598639455,NORMAL,False,0.0,False
ACC_00413,10,6,0.6363636363636364,0.0010326634696789,6.808510638297873e-06,0.0083333333333333,14624.89,23121.27,26,51,6,10,562.4957692307692,392.35631805972565,0.0384615384615384,1,26,False,normal,0.2214771622366956,0.0253746079970758,0.1430361405408477,68.62244897959184,NORMAL,False,1.0,True
MULE_01_015,1,1,1.0,7.277757515730737e-05,0.0,0.0,8713.14,8803.75,1,1,1,1,8713.14,0.0,0.0,0,1,True,mule,0.2379241967373442,0.0006296686161178,0.1430063854888536,68.57993197278913,NORMAL,False,1.0,True
ACC_01053,7,7,1.0,0.0004900200389818,0.0004553191489361,0.0109890109890109,13059.46,15335.28,22,31,7,7,593.6118181818182,481.835025952485,0.0454545454545454,2,21,False,normal,0.2280728188083341,0.0146948235750512,0.1427216207150209,68.5374149659864,NORMAL,False,0.0,False
MULE_07_000,1,1,1.0,7.298562238665108e-05,0.0,0.0,8576.08,8737.44,1,1,1,1,8576.08,0.0,0.0,0,1,True,mule,0.2375251792846577,0.0004781111116417,0.1427063520154513,68.49489795918367,NORMAL,False,1.0,True
ACC_00834,11,10,0.9166666666666666,0.0007903328744849,0.0057497872340425,0.0142857142857142,14956.87,23742.6,34,43,10,11,439.90794117647056,379.3274576642944,0.0,1,32,False,normal,0.229745561013479,0.0119272903850428,0.1426182527621045,68.45238095238095,NORMAL,False,1.0,True
ACC_01340,8,11,1.3333333333333333,0.0005912780684177,0.0032226154436532,0.0175438596491228,11521.0,23079.03,29,39,11,8,397.2758620689655,201.7719344691151,0.0,1,28,False,normal,0.2166684301257824,0.0314939269694657,0.1425986288632557,68.40986394557824,NORMAL,False,0.0,False
MULE_01_035,1,1,1.0,7.287441836855126e-05,0.0,0.0,9083.9,9488.51,1,1,1,1,9083.9,0.0,0.0,0,1,True,mule,0.2368506302719369,0.0011918224140936,0.1425871071287996,68.36734693877551,NORMAL,False,1.0,True
MULE_06_025,1,1,1.0,7.285531153470655e-05,0.0,0.0,8568.07,8724.06,1,1,1,1,8568.07,0.0,0.0,0,1,True,mule,0.2373180566264653,0.0004704515123972,0.142579014580838,68.32482993197279,NORMAL,False,1.0,True
ACC_01133,7,6,0.875,0.0002815697690846,0.0052782978723404,0.0256410256410256,9821.21,9871.4,16,23,6,7,613.825625,432.04870868871177,0.0,1,16,False,normal,0.22116679817087,0.0245582842700515,0.1425233926105426,68.28231292517006,NORMAL,False,0.0,False
MULE_06_002,1,1,1.0,7.297024323609946e-05,0.0,0.0,9080.71,9482.04,1,1,1,1,9080.71,0.0,0.0,0,1,True,mule,0.2366872923596209,0.0011863275824773,0.1424869064487635,68.23979591836735,NORMAL,False,1.0,True
ACC_00366,11,8,0.75,0.0007301107250636,0.0035761702127659,0.0116959064327485,16218.63,21544.09,30,41,8,11,540.621,353.1684010287053,0.0,2,30,False,normal,0.2307855238969627,0.0095474580332573,0.1422902975514805,68.19727891156462,NORMAL,False,0.0,False
ACC_01697,9,10,1.1,0.0003277262989966,0.0122382978723404,0.0116959064327485,13308.27,7249.81,28,13,10,9,475.29535714285714,311.01367798291494,0.0357142857142857,1,26,False,normal,0.2284650247074843,0.0129469324382635,0.142257787799796,68.15476190476191,NORMAL,False,0.0,False
MULE_05_017,1,1,1.0,7.305311761481351e-05,0.0,0.0,8495.48,8901.9,1,1,1,1,8495.48,0.0,0.0,0,1,True,mule,0.2368300314094827,0.0003907983983557,0.1422543382050319,68.11224489795919,NORMAL,False,1.0,True
MULE_00_020,1,1,1.0,7.282118642735741e-05,0.0,0.0,9114.77,9391.26,1,1,1,1,9114.77,0.0,0.0,0,1,True,mule,0.2357341415577809,0.0012613539741394,0.1419450265243243,68.06972789115646,NORMAL,False,1.0,True
ACC_00421,15,10,0.6875,0.0005883958508512,0.0020382978723404,0.0033333333333333,12034.98,22717.51,23,46,10,15,523.26,356.3637094063006,0.0,1,23,False,normal,0.2148956791881246,0.0324160349123614,0.1419038214778193,68.02721088435374,NORMAL,False,0.0,False
ACC_00994,6,7,1.1428571428571428,0.0002873251880571,0.0002285421907645,0.0,18498.49,8416.039999999999,32,18,7,6,578.0778125,408.58713100646327,0.0,2,32,False,normal,0.229747775736669,0.0100888294969812,0.1418841972407939,67.98469387755102,NORMAL,False,0.0,False
ACC_01787,8,5,0.6666666666666666,0.0004597517948383,7.248539632456402e-05,0.0256410256410256,14959.76,14080.27,27,23,5,8,554.0651851851852,348.9604570100961,0.0,2,27,False,normal,0.2306888351012605,0.0083096265050602,0.1417371516627804,67.9421768707483,NORMAL,False,0.0,False
ACC_00791,6,9,1.4285714285714286,0.0002414779092225,0.0005329808553276,0.0095238095238095,14668.88,6793.41,22,7,9,6,666.7672727272727,415.1713122851683,0.0909090909090909,1,21,False,normal,0.2234139403241414,0.0190163260335945,0.1416548946079227,67.89965986394559,NORMAL,False,0.0,False
ACC_01985,13,5,0.4285714285714285,0.0006581670481443,0.0014468085106382,0.0130718954248366,10385.66,15135.66,27,35,5,13,384.65407407407406,228.7552001806442,0.0,1,25,False,normal,0.2191710287085065,0.0253155890220061,0.1416288528339064,67.85714285714286,NORMAL,False,0.0,False
ACC_01562,12,10,0.8461538461538461,0.0007414448078458,0.0023135632968063,0.0086580086580086,16689.91,20213.12,34,37,10,12,490.87970588235294,388.7389052298533,0.0294117647058823,1,33,False,normal,0.2292090994774495,0.0100840038605551,0.1415590612306917,67.81462585034014,NORMAL,False,1.0,True
ACC_01917,7,4,0.625,0.0005332944842186,6.808510638297873e-05,0.0181818181818181,7398.110000000001,22289.02,14,38,4,7,528.4364285714286,304.3781674321282,0.0,1,14,False,normal,0.2230960735911018,0.0191648940629833,0.1415236017798544,67.77210884353741,NORMAL,False,0.0,False
ACC_00597,5,6,1.1666666666666667,0.00042208818151,0.0004008510638297,0.0,15799.73,10658.37,33,23,6,5,478.77969696969694,295.9984314726689,0.0,2,33,False,normal,0.2222281196087086,0.0201036234114245,0.141378321129795,67.7295918367347,NORMAL,False,0.0,False
ACC_01947,6,5,0.8571428571428571,0.0002833840830991,1.7021276595744682e-06,0.0,14539.5,9896.84,27,15,5,6,538.5,402.3964300002214,0.037037037037037,2,27,False,normal,0.2263104849955597,0.0138844898990334,0.1413400869569492,67.68707482993197,NORMAL,False,0.0,False
ACC_01403,13,9,0.7142857142857143,0.0009080875894669,0.0034042553191489,0.0129870129870129,15255.65,23788.58,30,43,9,13,508.52166666666665,394.2764829150796,0.0,1,29,False,normal,0.2297583304830877,0.0087096341951927,0.1413388519679297,67.64455782312925,NORMAL,False,1.0,True
MULE_06_016,1,1,1.0,7.296395215151835e-05,0.0,0.0,9011.81,9440.55,1,1,1,1,9011.81,0.0,0.0,0,1,True,mule,0.2345504190934804,0.0010555194303601,0.1411524592282322,67.60204081632652,NORMAL,False,1.0,True
MULE_01_012,1,1,1.0,7.287206361729942e-05,0.0,0.0,9088.03,9471.86,1,1,1,1,9088.03,0.0,0.0,0,1,True,mule,0.2344190401260494,0.001201260343038,0.1411319282128449,67.55952380952381,NORMAL,False,1.0,True
MULE_07_026,1,1,1.0,7.307486809776235e-05,0.0,0.0,9108.31,9274.06,1,1,1,1,9108.31,0.0,0.0,0,1,True,mule,0.2342190664299099,0.0012577710203391,0.1410345482660816,67.51700680272108,NORMAL,False,1.0,True
ACC_00759,8,11,1.3333333333333333,0.0003333596561045,0.0026978723404255,0.0116959064327485,16171.7,8082.55,29,18,11,8,557.6448275862069,356.79671059322817,0.0344827586206896,2,29,False,normal,0.2292452203919967,0.0087039956048266,0.1410287304771287,67.47448979591837,NORMAL,False,0.0,False
ACC_00329,10,5,0.5454545454545454,0.0006410626495608,0.0038238178484628,0.0,11805.61,16260.44,24,40,5,10,491.9004166666667,417.4918573064751,0.0,2,24,False,normal,0.2170761040934272,0.0268006996653066,0.140965942322179,67.43197278911565,NORMAL,False,0.0,False
ACC_00989,6,9,1.4285714285714286,0.0006574076941889,0.0037581546070865,0.019047619047619,12448.09,10326.89,27,23,9,6,461.0403703703704,467.4233327055357,0.0,2,27,False,normal,0.2235269330267965,0.016533896539387,0.1407297184318327,67.38945578231292,NORMAL,False,0.0,False
ACC_00926,9,12,1.3,0.0007297385945454,0.0005261587003794,0.0047619047619047,16673.68,23145.06,33,42,12,9,505.2630303030303,290.50913885673253,0.0,1,33,False,normal,0.2111591824378502,0.0347415664710157,0.1405921360511164,67.3469387755102,NORMAL,False,0.0,False
ACC_01647,8,12,1.4444444444444444,0.0007793511201407,0.000263829787234,0.0,15551.87,18591.97,30,36,12,8,518.3956666666667,530.8116652739646,0.0,1,30,False,normal,0.2162727782912799,0.0269039298416525,0.1405252389114289,67.30442176870748,NORMAL,False,0.0,False
MULE_07_037,1,1,1.0,7.300310497983063e-05,0.0,0.0,8510.54,8842.56,1,1,1,1,8510.54,0.0,0.0,0,1,True,mule,0.2336930814976842,0.0004079527605397,0.1403790300028264,67.26190476190477,NORMAL,False,1.0,True
MULE_06_036,1,1,1.0,7.286483686450615e-05,0.0,0.0,8698.01,8786.88,1,1,1,1,8698.01,0.0,0.0,0,1,True,mule,0.2332308499091508,0.0006121969496003,0.1401833887253306,67.21938775510205,NORMAL,False,1.0,True
ACC_01356,8,13,1.5555555555555556,0.0004204327084359,0.0014974630111286,0.0142857142857142,17335.73,12702.41,31,28,13,8,559.2170967741936,276.4837332911716,0.032258064516129,1,29,False,normal,0.2116943804229776,0.032123762675227,0.1398661333238774,67.17687074829932,NORMAL,False,0.0,False
ACC_00598,3,8,2.25,0.0001547582355426,0.0006331914893617,0.0,8940.18,2568.56,23,5,8,3,388.7034782608696,168.54485787061117,0.0,1,23,False,normal,0.2183798753455119,0.0219907004897437,0.1398242054032046,67.1343537414966,NORMAL,False,0.0,False
ACC_01920,7,4,0.625,0.0007250202788072,6.042553191489362e-05,0.0181818181818181,8946.81,23716.21,18,44,4,7,497.045,274.3712642784676,0.0,1,18,False,normal,0.2171184195252595,0.0238746174279722,0.1398208986863446,67.09183673469387,NORMAL,False,0.0,False
ACC_00804,7,10,1.375,0.0005030504492378,0.000143829787234,0.0073529411764705,16893.48,16502.32,27,29,10,7,625.6844444444445,579.8068468254243,0.037037037037037,1,26,False,normal,0.2164967413191682,0.0243109315484225,0.1396224174108699,67.04931972789116,NORMAL,False,0.0,False
ACC_00210,11,9,0.8333333333333334,0.0009591081586781,0.0007148936170212,0.0,14799.01,27142.91,32,57,9,11,462.4690625,347.0623377338519,0.0,1,31,False,normal,0.2128591041129024,0.0296475652783402,0.1395744885790776,67.00680272108843,NORMAL,False,0.0,False
MULE_00_016,1,1,1.0,7.275910135139083e-05,0.0,0.0,8578.15,8938.82,1,1,1,1,8578.15,0.0,0.0,0,1,True,mule,0.2323004112912968,0.0004638865891629,0.1395658014104432,66.96428571428571,NORMAL,False,1.0,True
MULE_00_033,1,1,1.0,7.282001317256227e-05,0.0,0.0,9084.29,9382.71,1,1,1,1,9084.29,0.0,0.0,0,1,True,mule,0.2317501770533119,0.0011995812663296,0.139529938738519,66.921768707483,NORMAL,False,1.0,True
ACC_00974,8,11,1.3333333333333333,0.0004855764107422,0.0014808510638297,0.0116959064327485,11872.67,11478.33,30,29,11,8,395.7556666666667,248.0600569339852,0.0,2,29,False,normal,0.219280473627391,0.0197161516828911,0.139454744849591,66.87925170068027,NORMAL,False,0.0,False
ACC_01333,7,5,0.75,0.000240143438494,0.0050561702127659,0.0,12154.97,12835.66,23,26,5,7,528.4769565217392,442.3208500361247,0.0,2,23,False,normal,0.2084687864928396,0.0357497697859493,0.1393811798100835,66.83673469387756,NORMAL,False,0.0,False
MULE_06_023,1,1,1.0,7.287272005292197e-05,0.0,0.0,8522.07,8838.87,1,1,1,1,8522.07,0.0,0.0,0,1,True,mule,0.2314075916381231,0.0004179131471666,0.1390117202417405,66.79421768707483,NORMAL,False,1.0,True
MULE_00_019,1,1,1.0,7.274978529664906e-05,0.0,0.0,8651.05,8870.93,1,1,1,1,8651.05,0.0,0.0,0,1,True,mule,0.2308340217438464,0.0005482466880117,0.1387197117215126,66.75170068027211,NORMAL,False,1.0,True
MULE_00_042,1,1,1.0,7.282508904330757e-05,0.0,0.0,8985.23,9419.7,1,1,1,1,8985.23,0.0,0.0,0,1,True,mule,0.2304891343278471,0.0010072189537244,0.138696368178198,66.70918367346938,NORMAL,False,1.0,True
ACC_00305,9,11,1.2,0.0003962868859745,0.0022544680851063,0.0,19248.69,13807.32,38,28,11,9,506.5444736842105,342.8370613121851,0.0,1,37,False,normal,0.2170353880848966,0.0210430460216149,0.1386384512595839,66.66666666666666,NORMAL,False,0.0,False
ACC_00972,11,5,0.5,0.0006912820835016,0.0012502127659574,0.0083333333333333,17332.47,17046.6,29,30,5,11,597.6713793103448,542.7628937122422,0.0,1,29,False,normal,0.2130092201294295,0.0270563545968445,0.1386280739163955,66.62414965986395,NORMAL,False,0.0,False
ACC_00914,8,7,0.8888888888888888,0.0001885015694385,0.0018791489361702,0.0095238095238095,8362.64,4641.16,18,17,7,8,464.5911111111111,399.5703545926312,0.0,2,18,False,normal,0.2157405941079255,0.0228026015361216,0.1385653970792039,66.58163265306123,NORMAL,False,0.0,False
ACC_00393,9,4,0.5,0.0007767317900521,0.00176,0.0,12457.25,17402.77,27,35,4,9,461.3796296296296,291.1192610291618,0.0,2,25,False,normal,0.2148779100846358,0.0240195095410669,0.1385345498672082,66.53911564625851,NORMAL,False,1.0,True
MULE_06_014,1,1,1.0,7.294367784640048e-05,0.0,0.0,9108.96,9306.84,1,1,1,1,9108.96,0.0,0.0,0,1,True,mule,0.229998181585765,0.0012560130387277,0.1385013141669501,66.49659863945578,NORMAL,False,1.0,True
ACC_00945,4,5,1.2,9.374373786495796e-05,0.0004263829787234,0.0,14821.37,962.7,21,4,5,4,705.7795238095238,476.0043192606155,0.0,1,21,False,normal,0.2122211661710805,0.0275931652189835,0.1383699657902417,66.45408163265306,NORMAL,False,0.0,False
ACC_01831,8,10,1.2222222222222223,0.0003861758389856,0.0084612765957446,0.0,14231.11,6424.42,33,13,10,8,431.2457575757576,276.82774185888485,0.0303030303030303,1,31,False,normal,0.2199318415945935,0.0156466375075687,0.1382177599597836,66.41156462585033,NORMAL,False,0.0,False
ACC_00610,4,6,1.4,0.0006800616843629,0.0001897872340425,0.0222222222222222,8530.06,18983.85,17,37,6,4,501.7682352941176,297.4903293435623,0.0,1,17,False,normal,0.2085680749963162,0.0326526329647929,0.1382018981837069,66.36904761904762,NORMAL,False,0.0,False
ACC_01683,8,8,1.0,0.0006368573668677,0.0016936170212765,0.0333333333333333,9606.89,22606.87,22,42,8,8,436.6768181818181,256.9953123045959,0.0454545454545454,1,22,False,normal,0.2184637509597614,0.0176259774169136,0.1381286415426223,66.3265306122449,NORMAL,False,1.0,True
MULE_05_019,1,1,1.0,7.307203597289818e-05,0.0,0.0,8595.4,9012.65,1,1,1,1,8595.4,0.0,0.0,0,1,True,mule,0.2294000101443145,0.0004778810672284,0.1378311585134801,66.28401360544217,NORMAL,False,1.0,True
ACC_00815,9,10,1.1,0.000430895336178,0.0021720035816313,0.0175438596491228,10447.3,9096.26,21,20,10,9,497.49047619047616,386.9872591375095,0.1428571428571428,1,21,False,normal,0.2201565975574572,0.0142537161264083,0.1377954449850377,66.24149659863946,NORMAL,False,0.0,False
ACC_01642,8,10,1.2222222222222223,0.0002403889143712,0.0066502127659574,0.0065359477124183,9610.06,4908.12,20,10,10,8,480.503,516.4529626016293,0.0,1,20,False,normal,0.2052624576403521,0.0360561727484072,0.1375799436835741,66.19897959183673,NORMAL,False,0.0,False
ACC_00805,13,12,0.9285714285714286,0.0004975659883962,0.0045651063829787,0.0033333333333333,12225.49,15311.16,21,27,12,13,582.1661904761904,320.3503064845762,0.0,1,21,False,normal,0.211868725153697,0.0259071627783158,0.1374841002035445,66.15646258503402,NORMAL,False,0.0,False
ACC_00213,4,8,1.8,0.0001840094715455,0.0055940425531914,0.0151515151515151,7819.37,4570.59,24,11,8,4,325.8070833333333,262.36606255016994,0.0,1,24,False,normal,0.22208845531304,0.0099710506584037,0.1372414934511855,66.1139455782313,NORMAL,False,0.0,False
ACC_00241,6,6,1.0,0.0001530655378399,0.003315744680851,0.0151515151515151,6660.59,2873.76,17,8,6,6,391.7994117647059,215.9937433257787,0.0,1,17,False,normal,0.2200745128119125,0.0128034226157771,0.1371660767334583,66.07142857142857,NORMAL,False,0.0,False
MULE_05_014,1,1,1.0,7.310369069918865e-05,0.0,0.0,9056.9,9197.96,1,1,1,1,9056.9,0.0,0.0,0,1,True,mule,0.227758059195598,0.0011599656202499,0.1371188217654587,66.02891156462584,NORMAL,False,1.0,True
MULE_07_017,1,1,1.0,7.307992560973523e-05,0.0,0.0,9067.1,9304.47,1,1,1,1,9067.1,0.0,0.0,0,1,True,mule,0.2277115718054543,0.001172115671044,0.1370957893516902,65.98639455782312,NORMAL,False,1.0,True
ACC_00268,11,8,0.75,0.0008785140543115,0.0001863829787234,0.0116959064327485,9547.07,23086.59,16,41,8,11,596.691875,431.90835079090175,0.0,1,16,False,normal,0.2087758475596413,0.0295273279805213,0.1370764397279933,65.9438775510204,NORMAL,False,0.0,False
ACC_00910,5,9,1.6666666666666667,0.0003443499168263,0.0002110638297872,0.0109890109890109,12619.79,12516.89,17,28,9,5,742.3405882352941,526.0579221966744,0.0,1,17,False,normal,0.2013205871940253,0.0406597996715325,0.1370562721850282,65.9013605442177,NORMAL,False,0.0,False
ACC_01698,4,4,1.0,0.0003009563736783,1.7021276595744682e-06,0.0,13564.45,10461.37,31,17,4,4,437.5629032258065,380.16910069242914,0.064516129032258,1,31,False,normal,0.2146566867236659,0.0201743403164422,0.1368637481607764,65.85884353741497,NORMAL,False,0.0,False
ACC_00200,14,9,0.6666666666666666,0.0006212271560276,0.002887659574468,0.0079051383399209,9431.74,19208.14,19,45,9,14,496.40736842105264,268.9423369597221,0.0,1,19,False,normal,0.2086436658592367,0.0288198833864314,0.1367141528701145,65.81632653061224,NORMAL,False,0.0,False
MULE_01_000,1,1,1.0,7.27827980380119e-05,0.0,0.0,8658.84,8840.68,1,1,1,1,8658.84,0.0,0.0,0,1,True,mule,0.2273548864954005,0.0005598459962807,0.1366368702957526,65.77380952380952,NORMAL,False,1.0,True
ACC_00721,12,10,0.8461538461538461,0.0004379849847579,0.0030553191489361,0.0086580086580086,12025.62,13721.16,18,26,10,12,668.09,447.6838210822718,0.0,1,18,False,normal,0.2047595513757479,0.0337151907217949,0.1363418071141667,65.7312925170068,NORMAL,False,0.0,False
MULE_07_021,1,1,1.0,7.306105432122606e-05,0.0,0.0,9058.81,9191.0,1,1,1,1,9058.81,0.0,0.0,0,1,True,mule,0.2264518361782601,0.0011640247973387,0.1363367116258916,65.68877551020408,NORMAL,False,1.0,True
ACC_00546,13,8,0.6428571428571429,0.0005489255233474,0.0058337952500746,0.0095238095238095,11634.57,11780.04,22,22,8,13,528.8440909090909,447.8204735920209,0.0454545454545454,1,22,False,normal,0.2102144238492376,0.025376298450327,0.1362791736896734,65.64625850340136,NORMAL,False,0.0,False
