transaction_id,timestamp,sender_account,receiver_account,amount,device_id
abcd2dd6,2025-02-16 09:35:00,ACC_01759,ACC_00553,565.45,DEV_831
3a414fa0,2025-02-16 09:37:00,ACC_01899,ACC_00959,518.69,DEV_212
e5aabf0e,2025-02-16 09:40:00,ACC_01648,ACC_01002,1364.2,DEV_47
1091fb3e,2025-02-16 09:45:00,ACC_00640,ACC_01107,47.92,DEV_583
02adf7b7,2025-02-16 09:51:00,ACC_01318,ACC_01032,253.94,DEV_458
85d8e103,2025-02-16 09:58:00,ACC_00065,ACC_01486,516.21,DEV_614
59726e72,2025-02-16 09:58:00,ACC_01412,ACC_01286,764.12,DEV_282
54350fe3,2025-02-16 10:07:00,ACC_00034,ACC_01583,269.86,DEV_878
c8b934c5,2025-02-16 10:10:00,ACC_01893,ACC_00846,523.48,DEV_516
f689fd94,2025-02-16 10:12:00,ACC_00394,ACC_00805,165.92,DEV_209
a8aafa56,2025-02-16 10:13:00,ACC_00048,ACC_00732,117.21,DEV_512
5785f8bf,2025-02-16 10:14:00,ACC_01789,ACC_00019,107.43,DEV_59
91ff0ff4,2025-02-16 10:17:00,ACC_00062,ACC_01538,641.62,DEV_421
5843e22a,2025-02-16 10:22:00,ACC_01896,ACC_00016,520.16,DEV_598
b92270e5,2025-02-16 10:33:00,ACC_01933,ACC_01432,418.05,DEV_22
6a13d8b9,2025-02-16 10:33:00,ACC_01794,ACC_00499,506.29,DEV_11
479187d0,2025-02-16 10:35:00,ACC_01554,ACC_00871,594.36,DEV_240
ebdd20a4,2025-02-16 10:36:00,ACC_01355,ACC_00720,463.32,DEV_460
73d32291,2025-02-16 10:39:00,ACC_00571,ACC_00275,1374.67,DEV_333
cf0b7562,2025-02-16 10:39:00,ACC_01755,ACC_00886,721.34,DEV_617
68dc716e,2025-02-16 10:40:00,ACC_01795,ACC_00252,1434.43,DEV_733
d2ecb724,2025-02-16 10:40:00,ACC_00427,ACC_00807,1539.96,DEV_645
88993c7b,2025-02-16 10:45:00,ACC_00825,ACC_00321,686.36,DEV_23
ffb299f3,2025-02-16 10:46:00,ACC_00896,ACC_00979,399.25,DEV_602
aadaf209,2025-02-16 10:52:00,ACC_01469,ACC_01746,385.43,DEV_215
a0465bfe,2025-02-16 10:58:00,ACC_00866,ACC_01892,96.42,DEV_772
0d33ce77,2025-02-16 10:59:00,ACC_00133,ACC_01759,165.32,DEV_827
1e289852,2025-02-16 11:24:00,ACC_01241,ACC_00583,229.4,DEV_371
5003c6e0,2025-02-16 11:24:00,ACC_01396,ACC_01521,452.68,DEV_407
4fb0908c,2025-02-16 11:32:00,ACC_00763,ACC_01066,740.0,DEV_510
ebcbeb04,2025-02-16 11:33:00,ACC_01261,ACC_00349,424.12,DEV_880
fae43184,2025-02-16 11:34:00,ACC_00050,ACC_01567,527.62,DEV_881
4ce08feb,2025-02-16 11:36:00,ACC_01464,ACC_01557,526.02,DEV_729
1307b91b,2025-02-16 11:43:00,ACC_01873,ACC_01951,304.59,DEV_839
8edcbfce,2025-02-16 11:43:00,ACC_01250,ACC_01629,1353.9,DEV_587
b353e71a,2025-02-16 11:44:00,ACC_00418,ACC_00274,537.12,DEV_513
05855c0b,2025-02-16 11:45:00,ACC_00057,ACC_01100,546.99,DEV_242
666919e9,2025-02-16 11:45:00,ACC_01511,ACC_01590,135.53,DEV_433
8455202a,2025-02-16 11:46:00,ACC_00017,ACC_01617,297.02,DEV_815
e93faf32,2025-02-16 11:47:00,ACC_00043,ACC_00529,1102.23,DEV_835
35ff6f1a,2025-02-16 11:48:00,ACC_01706,ACC_00027,361.2,DEV_700
b05d512e,2025-02-16 11:49:00,ACC_01538,ACC_00572,690.08,DEV_469
fc49b893,2025-02-16 11:55:00,ACC_00458,ACC_00501,1143.92,DEV_151
d7566e26,2025-02-16 12:03:00,ACC_00039,ACC_00048,352.82,DEV_488
bb4b8a41,2025-02-16 12:04:00,ACC_01299,ACC_01218,924.23,DEV_704
1ba08742,2025-02-16 12:12:00,ACC_01347,ACC_00366,311.3,DEV_801
66058a0c,2025-02-16 12:35:00,ACC_00941,ACC_00548,862.77,DEV_247
8a6d1dc6,2025-02-16 12:42:00,ACC_01527,ACC_01956,1000.95,DEV_175
05fc81c7,2025-02-16 12:48:00,ACC_00875,ACC_00580,750.53,DEV_251
fbbc2189,2025-02-16 12:52:00,ACC_01978,ACC_01033,293.55,DEV_524
01e97c00,2025-02-16 12:59:00,ACC_01656,ACC_01880,719.99,DEV_225
4dab69e7,2025-02-16 13:01:00,ACC_00787,ACC_01941,618.05,DEV_382
da3c9ced,2025-02-16 13:03:00,ACC_01250,ACC_00722,705.03,DEV_662
3d87d098,2025-02-16 13:03:00,ACC_01347,ACC_00950,222.98,DEV_47
d4d634da,2025-02-16 13:27:00,ACC_01157,ACC_01801,407.28,DEV_662
2f323089,2025-02-16 13:30:00,ACC_01011,ACC_00883,476.85,DEV_701
8d8895bc,2025-02-16 13:40:00,ACC_00562,ACC_01745,670.99,DEV_451
68c18ad3,2025-02-16 13:41:00,ACC_00979,ACC_01342,162.2,DEV_505
cc0a31a5,2025-02-16 13:50:00,ACC_01414,ACC_01939,366.81,DEV_759
6ecc0750,2025-02-16 13:55:00,ACC_00002,ACC_01046,45.55,DEV_334
3050a343,2025-02-16 13:58:00,ACC_00204,ACC_00965,242.87,DEV_806
d8cd2f75,2025-02-16 13:59:00,ACC_01319,ACC_00436,531.12,DEV_39
b1c7cd27,2025-02-16 14:00:00,ACC_01179,ACC_00333,264.92,DEV_171
3edf5f81,2025-02-16 14:00:00,ACC_00962,ACC_01697,349.88,DEV_613
301707cb,2025-02-16 14:04:00,ACC_01170,ACC_00671,396.25,DEV_98
3b62ef53,2025-02-16 14:05:00,ACC_00415,ACC_01561,696.58,DEV_223
2bf5b2c9,2025-02-16 14:12:00,ACC_00561,ACC_01193,241.94,DEV_54
ba8272b6,2025-02-16 14:17:00,ACC_00217,ACC_00737,449.64,DEV_325
716faa56,2025-02-16 14:17:00,ACC_00389,ACC_00779,445.22,DEV_610
3a1d4fe7,2025-02-16 14:26:00,ACC_00640,ACC_01574,439.81,DEV_208
f8d7664f,2025-02-16 14:26:00,ACC_01334,ACC_00491,754.47,DEV_157
486db0df,2025-02-16 14:33:00,ACC_01306,ACC_01195,551.1,DEV_790
fcd3d76d,2025-02-16 14:39:00,ACC_00970,ACC_01456,693.99,DEV_11
0caa24c2,2025-02-16 14:41:00,ACC_00381,ACC_01275,485.06,DEV_273
507e3776,2025-02-16 14:46:00,ACC_00938,ACC_00928,278.93,DEV_328
162fd105,2025-02-16 14:57:00,ACC_01906,ACC_01163,1035.22,DEV_21
f5c5caea,2025-02-16 15:07:00,ACC_00580,ACC_01180,431.12,DEV_420
5d31dbba,2025-02-16 15:10:00,ACC_00198,ACC_01762,288.14,DEV_191
8fc1d7d2,2025-02-16 15:12:00,ACC_01736,ACC_00246,502.06,DEV_237
8942a9f6,2025-02-16 15:14:00,ACC_01943,ACC_01277,576.55,DEV_226
eb4d59b7,2025-02-16 15:18:00,ACC_01904,ACC_00975,330.72,DEV_6
9e566b9c,2025-02-16 15:19:00,ACC_00429,ACC_00223,314.09,DEV_730
8d9c7a41,2025-02-16 15:43:00,ACC_01193,ACC_01600,1032.85,DEV_450
911b001e,2025-02-16 15:44:00,ACC_00033,ACC_00196,317.94,DEV_852
b8c930ed,2025-02-16 15:46:00,ACC_01059,ACC_00661,117.85,DEV_827
3815dbb9,2025-02-16 15:49:00,ACC_01742,ACC_00517,57.0,DEV_609
97a049ba,2025-02-16 15:56:00,ACC_00464,ACC_01884,402.63,DEV_483
593cb3a4,2025-02-16 15:59:00,ACC_01294,ACC_01227,264.24,DEV_205
dcb5be95,2025-02-16 16:00:00,ACC_00217,ACC_01524,617.41,DEV_799
15780f36,2025-02-16 16:01:00,ACC_00253,ACC_00881,545.82,DEV_311
f2053bd4,2025-02-16 16:03:00,ACC_00950,ACC_00265,390.41,DEV_608
c596c26f,2025-02-16 16:09:00,ACC_00988,ACC_01016,1118.57,DEV_595
3cf6c7f1,2025-02-16 16:19:00,ACC_00297,ACC_00993,660.66,DEV_302
b405df09,2025-02-16 16:24:00,ACC_01806,ACC_01834,717.9,DEV_262
da4a7dde,2025-02-16 16:31:00,ACC_01805,ACC_01890,604.55,DEV_214
a62afd20,2025-02-16 16:38:00,ACC_00701,ACC_01372,914.05,DEV_170
04010f19,2025-02-16 16:42:00,ACC_00709,ACC_01530,798.3,DEV_212
fab4fb31,2025-02-16 16:44:00,ACC_01461,ACC_00310,450.59,DEV_684
ace8db02,2025-02-16 16:46:00,ACC_00169,ACC_00009,1312.75,DEV_715
67d872db,2025-02-16 16:56:00,ACC_01247,ACC_01833,317.29,DEV_873
049257af,2025-02-16 17:02:00,ACC_00512,ACC_00420,468.68,DEV_470
bea68a5b,2025-02-16 17:06:00,ACC_00777,ACC_00584,777.89,DEV_374
285c19b4,2025-02-16 17:17:00,ACC_01690,ACC_01309,1170.61,DEV_854
4ef47a3b,2025-02-16 17:25:00,ACC_01807,ACC_00309,94.11,DEV_553
ba63632c,2025-02-16 17:26:00,ACC_01274,ACC_00685,91.19,DEV_874
a29c5179,2025-02-16 17:31:00,ACC_00694,ACC_01946,1477.13,DEV_805
29863ea0,2025-02-16 17:33:00,ACC_01118,ACC_01498,110.45,DEV_766
e658adb9,2025-02-16 17:33:00,ACC_00640,ACC_00786,213.41,DEV_323
8576d5c8,2025-02-16 17:40:00,ACC_00989,ACC_00135,151.42,DEV_304
501fff81,2025-02-16 17:41:00,ACC_00258,ACC_01280,144.35,DEV_847
38266e64,2025-02-16 17:42:00,ACC_00308,ACC_01312,180.98,DEV_509
b0d01303,2025-02-16 17:42:00,ACC_00959,ACC_01836,132.5,DEV_888
2d4c87d5,2025-02-16 17:51:00,ACC_00834,ACC_01187,149.37,DEV_231
685e4ddb,2025-02-16 17:52:00,ACC_00188,ACC_01712,250.55,DEV_544
2abfcee8,2025-02-16 17:55:00,ACC_01435,ACC_00187,248.97,DEV_90
7c43eb4e,2025-02-16 17:56:00,ACC_01646,ACC_00775,874.9,DEV_604
090601a7,2025-02-16 18:03:00,ACC_00477,ACC_01152,328.97,DEV_601
5936a26f,2025-02-16 18:12:00,ACC_00711,ACC_01510,207.41,DEV_889
ff2b1589,2025-02-16 18:15:00,ACC_00059,ACC_00433,125.41,DEV_190
3d1c0f44,2025-02-16 18:21:00,ACC_01744,ACC_01865,1556.8,DEV_799
a0e04a9e,2025-02-16 18:22:00,ACC_00994,ACC_00168,732.04,DEV_13
ccd9e003,2025-02-16 18:23:00,ACC_00306,ACC_00149,468.0,DEV_38
06631671,2025-02-16 18:32:00,ACC_01508,ACC_01503,226.37,DEV_314
56ea276a,2025-02-16 18:32:00,ACC_01682,ACC_01398,675.78,DEV_719
e6e054ce,2025-02-16 18:36:00,ACC_01507,ACC_00517,277.09,DEV_45
c147e781,2025-02-16 18:39:00,ACC_00158,ACC_00413,124.93,DEV_670
21277bc6,2025-02-16 18:42:00,ACC_00451,ACC_01495,424.64,DEV_274
e3720cdd,2025-02-16 18:45:00,ACC_00476,ACC_01076,258.26,DEV_191
27a63c58,2025-02-16 18:50:00,ACC_00409,ACC_00650,205.24,DEV_865
3a49a701,2025-02-16 18:53:00,ACC_00916,ACC_00719,393.53,DEV_405
ac0ea2ab,2025-02-16 19:04:00,ACC_00286,ACC_01604,558.58,DEV_498
526ddf9e,2025-02-16 19:11:00,ACC_00746,ACC_01443,659.87,DEV_565
53d5d023,2025-02-16 19:19:00,ACC_00877,ACC_01751,744.83,DEV_283
5c8c42cd,2025-02-16 19:21:00,ACC_01893,ACC_00709,321.21,DEV_786
2f3eb6aa,2025-02-16 19:43:00,ACC_00401,ACC_01787,113.21,DEV_665
016ce2d6,2025-02-16 19:48:00,ACC_00387,ACC_01818,867.98,DEV_376
907042be,2025-02-16 19:53:00,ACC_00892,ACC_00203,530.57,DEV_706
d1127ff2,2025-02-16 19:55:00,ACC_01960,ACC_01851,306.7,DEV_766
562d2c14,2025-02-16 19:56:00,ACC_00671,ACC_00039,350.15,DEV_321
61d4614f,2025-02-16 20:04:00,ACC_01427,ACC_00022,632.64,DEV_825
b955d342,2025-02-16 20:08:00,ACC_01798,ACC_00290,1029.75,DEV_720
c9a9e3ec,2025-02-16 20:15:00,ACC_01773,ACC_00417,242.61,DEV_46
50daeb47,2025-02-16 20:30:00,ACC_00752,ACC_00866,303.18,DEV_318
d43e4684,2025-02-16 20:31:00,ACC_01690,ACC_01870,735.73,DEV_457
2cb1f207,2025-02-16 20:32:00,ACC_01287,ACC_01877,572.04,DEV_737
d52f5c83,2025-02-16 20:36:00,ACC_00311,ACC_00365,410.57,DEV_348
ff590e31,2025-02-16 20:36:00,ACC_01827,ACC_00872,235.97,DEV_368
a41feb51,2025-02-16 20:37:00,ACC_00701,ACC_01372,793.84,DEV_278
47d278fa,2025-02-16 20:51:00,ACC_01617,ACC_01765,89.82,DEV_509
7ad1aeaf,2025-02-16 21:03:00,ACC_00611,ACC_00777,272.93,DEV_877
f8660695,2025-02-16 21:07:00,ACC_01036,ACC_00304,367.83,DEV_240
1a77add8,2025-02-16 21:15:00,ACC_00950,ACC_00502,297.68,DEV_870
d19ecc3c,2025-02-16 21:18:00,ACC_01375,ACC_01577,901.28,DEV_280
51baed5a,2025-02-16 21:22:00,ACC_00889,ACC_00301,412.31,DEV_114
68a62f30,2025-02-16 21:24:00,ACC_01389,ACC_00147,185.06,DEV_91
08b86c8f,2025-02-16 21:33:00,ACC_01136,ACC_01985,593.89,DEV_92
81d66a86,2025-02-16 21:34:00,ACC_01959,ACC_01303,540.93,DEV_234
cbb76165,2025-02-16 21:34:00,ACC_01949,ACC_01680,123.68,DEV_195
3db15455,2025-02-16 21:35:00,ACC_00828,ACC_00593,396.05,DEV_727
40590ada,2025-02-16 22:08:00,ACC_01647,ACC_01078,209.98,DEV_349
854748da,2025-02-16 22:09:00,ACC_01902,ACC_00887,750.35,DEV_415
767bdff3,2025-02-16 22:12:00,ACC_00177,ACC_00783,346.55,DEV_718
26cc33c8,2025-02-16 22:17:00,ACC_01949,ACC_01320,584.25,DEV_822
5e822055,2025-02-16 22:24:00,ACC_01168,ACC_00582,511.6,DEV_638
9947401e,2025-02-16 22:45:00,ACC_00559,ACC_00613,175.91,DEV_652
f1a8d448,2025-02-16 22:53:00,ACC_01687,ACC_00381,153.96,DEV_276
3077f9e5,2025-02-16 22:56:00,ACC_00600,ACC_00357,135.24,DEV_223
9c787a96,2025-02-16 23:01:00,ACC_00925,ACC_01168,173.59,DEV_873
7bb503d0,2025-02-16 23:23:00,ACC_01459,ACC_00162,400.21,DEV_737
d9760ac1,2025-02-16 23:28:00,ACC_00413,ACC_01527,71.33,DEV_172
8ba21b99,2025-02-16 23:30:00,ACC_00684,ACC_00344,485.08,DEV_76
890fd904,2025-02-16 23:45:00,ACC_01001,ACC_01941,452.11,DEV_661
c5b0c41a,2025-02-17 00:02:00,ACC_00603,ACC_01637,283.0,DEV_238
e33c9491,2025-02-17 00:04:00,ACC_00846,ACC_01453,425.92,DEV_432
550d4d58,2025-02-17 00:10:00,ACC_01642,ACC_01782,794.31,DEV_117
3028fb44,2025-02-17 00:20:00,ACC_01896,ACC_00595,865.92,DEV_187
1afc5459,2025-02-17 00:24:00,ACC_01188,ACC_01605,403.21,DEV_548
16bd8f02,2025-02-17 00:26:00,ACC_00516,ACC_01066,467.3,DEV_618
7d7ceb9e,2025-02-17 00:28:00,ACC_01724,ACC_00225,602.51,DEV_409
084d6c5a,2025-02-17 00:33:00,ACC_01212,ACC_00849,713.35,DEV_63
deae5cf7,2025-02-17 00:41:00,ACC_00189,ACC_00395,295.55,DEV_728
cb85daa0,2025-02-17 00:42:00,ACC_01979,ACC_00934,384.67,DEV_854
dba2138a,2025-02-17 00:43:00,ACC_00183,ACC_00447,32.75,DEV_637
88ba45a8,2025-02-17 00:48:00,ACC_01094,ACC_01425,297.81,DEV_804
fc7e4461,2025-02-17 00:50:00,ACC_01998,ACC_00354,1069.9,DEV_790
eb0634cf,2025-02-17 00:54:00,ACC_01886,ACC_00669,722.78,DEV_446
1b3341ba,2025-02-17 00:57:00,ACC_01197,ACC_00366,720.96,DEV_185
8637eae4,2025-02-17 00:58:00,ACC_00064,ACC_00739,80.28,DEV_405
d3205a57,2025-02-17 01:00:00,ACC_00948,ACC_01406,244.53,DEV_198
eff786fd,2025-02-17 01:04:00,ACC_01485,ACC_01100,600.19,DEV_273
de5879dd,2025-02-17 01:17:00,ACC_00650,ACC_01106,1051.1,DEV_898
726df9ad,2025-02-17 01:18:00,ACC_00789,ACC_01444,146.97,DEV_619
7e7dd2ae,2025-02-17 01:19:00,ACC_01335,ACC_01657,638.72,DEV_773
665c319a,2025-02-17 01:28:00,ACC_01245,ACC_00975,561.47,DEV_744
91b4638b,2025-02-17 01:34:00,ACC_01601,ACC_01408,565.07,DEV_171
fbe3e263,2025-02-17 01:37:00,ACC_01570,ACC_01912,424.97,DEV_868
0a78ce66,2025-02-17 01:46:00,ACC_01403,ACC_01165,195.93,DEV_709
a3c23c8b,2025-02-17 01:51:00,ACC_01751,ACC_01596,176.57,DEV_818
7b223760,2025-02-17 02:06:00,ACC_00840,ACC_01950,418.64,DEV_305
4ebf7dbb,2025-02-17 02:09:00,ACC_00745,ACC_00748,528.83,DEV_874
250f5203,2025-02-17 02:14:00,ACC_00892,ACC_00203,1315.06,DEV_814
43ec6635,2025-02-17 02:18:00,ACC_00912,ACC_01209,410.61,DEV_582
6a76b44a,2025-02-17 02:18:00,ACC_01283,ACC_00484,646.65,DEV_619
db76e821,2025-02-17 02:21:00,ACC_00445,ACC_00062,104.3,DEV_879
c14395ca,2025-02-17 02:32:00,ACC_00874,ACC_00168,326.77,DEV_620
352e0faf,2025-02-17 02:33:00,ACC_01462,ACC_01891,1888.97,DEV_839
4728b28f,2025-02-17 02:40:00,ACC_01435,ACC_00409,841.7,DEV_862
361ca531,2025-02-17 02:43:00,ACC_00900,ACC_00083,516.07,DEV_493
89f178d6,2025-02-17 02:44:00,ACC_00703,ACC_00429,1671.35,DEV_309
68611099,2025-02-17 02:47:00,ACC_01538,ACC_00572,476.58,DEV_154
df0847ae,2025-02-17 02:48:00,ACC_00468,ACC_01679,1778.31,DEV_711
a0081c57,2025-02-17 02:51:00,ACC_01260,ACC_00568,610.45,DEV_433
5b750665,2025-02-17 02:59:00,ACC_00510,ACC_01785,574.2,DEV_890
cc539a0e,2025-02-17 03:08:00,ACC_01575,ACC_01626,186.34,DEV_87
57f03cd6,2025-02-17 03:09:00,ACC_01421,ACC_00279,364.76,DEV_506
25205c68,2025-02-17 03:14:00,ACC_01383,ACC_00284,540.86,DEV_616
3ea63451,2025-02-17 03:20:00,ACC_01805,ACC_00738,1122.95,DEV_28
3dac8f01,2025-02-17 03:25:00,ACC_01694,ACC_01719,301.57,DEV_762
c9f5046d,2025-02-17 03:31:00,ACC_01411,ACC_00490,319.47,DEV_151
a89a65f3,2025-02-17 03:43:00,ACC_01192,ACC_00985,124.63,DEV_37
39a23a66,2025-02-17 03:45:00,ACC_00618,ACC_00522,634.23,DEV_860
f3e12033,2025-02-17 03:45:00,ACC_01023,ACC_00013,71.79,DEV_718
88082d06,2025-02-17 03:46:00,ACC_00698,ACC_00449,393.79,DEV_314
aab48821,2025-02-17 03:47:00,ACC_01240,ACC_01936,468.61,DEV_7
d8a3ef06,2025-02-17 04:01:00,ACC_01130,ACC_01601,1312.63,DEV_261
6cefc29f,2025-02-17 04:03:00,ACC_00035,ACC_01372,244.7,DEV_578
fdc277eb,2025-02-17 04:12:00,ACC_00822,ACC_00974,203.39,DEV_378
802c1a82,2025-02-17 04:13:00,ACC_00699,ACC_00108,606.89,DEV_810
a871ac34,2025-02-17 04:21:00,ACC_00014,ACC_01204,259.07,DEV_180
98c6f44c,2025-02-17 04:22:00,ACC_00137,ACC_00014,893.05,DEV_57
84773fea,2025-02-17 04:23:00,ACC_01521,ACC_00837,515.48,DEV_732
d2bc36a6,2025-02-17 04:29:00,ACC_00213,ACC_00996,195.97,DEV_84
c23e71f0,2025-02-17 04:30:00,ACC_01726,ACC_01171,66.41,DEV_218
7fbbd056,2025-02-17 04:44:00,ACC_01233,ACC_00001,474.54,DEV_585
fa68bf23,2025-02-17 04:51:00,ACC_01115,ACC_00330,226.41,DEV_101
e7826dc6,2025-02-17 05:12:00,ACC_00605,ACC_01836,156.55,DEV_729
1e6bcbc1,2025-02-17 05:12:00,ACC_01576,ACC_01226,423.12,DEV_294
ecacd543,2025-02-17 05:14:00,ACC_00338,ACC_00276,855.34,DEV_636
2c8bfd34,2025-02-17 05:18:00,ACC_00934,ACC_00194,275.26,DEV_174
e3961e46,2025-02-17 05:26:00,ACC_00380,ACC_01119,29.27,DEV_578
fb4fb1f7,2025-02-17 05:45:00,ACC_00787,ACC_00297,957.04,DEV_897
60ba8ac6,2025-02-17 05:45:00,ACC_00538,ACC_01868,1207.68,DEV_577
fffb4b4e,2025-02-17 05:47:00,ACC_01884,ACC_01600,155.65,DEV_727
98c684d2,2025-02-17 05:50:00,ACC_01280,ACC_01654,304.04,DEV_337
658891af,2025-02-17 05:52:00,ACC_00276,ACC_00407,218.75,DEV_125
0b5b0359,2025-02-17 05:57:00,ACC_01653,ACC_01564,281.48,DEV_841
9c3720d3,2025-02-17 06:15:00,ACC_01972,ACC_01652,530.08,DEV_198
9be29ad0,2025-02-17 06:35:00,ACC_00457,ACC_01229,694.44,DEV_546
3f2e8d16,2025-02-17 06:41:00,ACC_01116,ACC_01273,279.93,DEV_888
80f7defb,2025-02-17 06:43:00,ACC_00427,ACC_00807,178.79,DEV_540
abdbe62a,2025-02-17 06:52:00,ACC_00822,ACC_01404,416.0,DEV_110
526819a8,2025-02-17 06:57:00,ACC_00399,ACC_01837,228.96,DEV_559
aa7e8ce9,2025-02-17 07:02:00,ACC_00661,ACC_01505,484.32,DEV_460
a868866e,2025-02-17 07:08:00,ACC_01781,ACC_00502,650.27,DEV_620
ac7af86d,2025-02-17 07:16:00,ACC_00813,ACC_00086,494.04,DEV_718
2fd51fa4,2025-02-17 07:17:00,ACC_01929,ACC_00712,824.66,DEV_178
569699e4,2025-02-17 07:23:00,ACC_00394,ACC_00321,962.26,DEV_718
6e355c2d,2025-02-17 07:23:00,ACC_00012,ACC_01260,503.01,DEV_708
9146a1bf,2025-02-17 07:34:00,ACC_00350,ACC_01547,958.17,DEV_154
99a236a2,2025-02-17 07:34:00,ACC_01987,ACC_01257,185.41,DEV_741
eb682866,2025-02-17 07:35:00,ACC_00369,ACC_01576,165.76,DEV_13
ea1c9618,2025-02-17 07:47:00,ACC_00363,ACC_01560,820.32,DEV_456
fc8aa7c4,2025-02-17 07:47:00,ACC_00766,ACC_00597,263.3,DEV_711
3980c4ea,2025-02-17 07:52:00,ACC_00457,ACC_00904,1014.39,DEV_366
003b6c56,2025-02-17 07:55:00,ACC_00571,ACC_00146,835.75,DEV_31
91e69599,2025-02-17 07:55:00,ACC_00439,ACC_00929,451.84,DEV_617
26f45fbc,2025-02-17 07:56:00,ACC_00159,ACC_01227,271.58,DEV_242
c5112150,2025-02-17 07:57:00,ACC_00792,ACC_00230,219.83,DEV_542
a03cbc70,2025-02-17 07:58:00,ACC_01272,ACC_00569,780.16,DEV_270
34e7bf0f,2025-02-17 08:15:00,ACC_00006,ACC_01594,469.42,DEV_765
784763ce,2025-02-17 08:20:00,ACC_01959,ACC_01491,252.72,DEV_636
05f5fc49,2025-02-17 08:25:00,ACC_01703,ACC_01519,913.41,DEV_684
a1a0eda4,2025-02-17 08:27:00,ACC_00576,ACC_00368,229.67,DEV_686
4f94ccc4,2025-02-17 08:28:00,ACC_01547,ACC_01458,637.93,DEV_615
04edc868,2025-02-17 08:32:00,ACC_01338,ACC_01627,417.52,DEV_199
1d13f27f,2025-02-17 08:37:00,ACC_01199,ACC_00907,1267.12,DEV_111
72ae9a2f,2025-02-17 08:47:00,ACC_01693,ACC_00373,1173.12,DEV_225
b37a1375,2025-02-17 08:48:00,ACC_01390,ACC_01683,375.9,DEV_654
b24a0bd3,2025-02-17 08:57:00,ACC_01432,ACC_00107,241.39,DEV_387
52d8bf32,2025-02-17 08:57:00,ACC_00799,ACC_01998,125.38,DEV_599
0c404d62,2025-02-17 09:06:00,ACC_00641,ACC_01317,301.26,DEV_471
9f7c20a2,2025-02-17 09:09:00,ACC_00001,ACC_01520,851.2,DEV_878
13a8810a,2025-02-17 09:10:00,ACC_01542,ACC_01985,510.9,DEV_352
b8624eed,2025-02-17 09:11:00,ACC_00476,ACC_01076,754.15,DEV_761
2509bf84,2025-02-17 09:12:00,ACC_01765,ACC_00664,153.04,DEV_262
2e51919f,2025-02-17 09:26:00,ACC_01170,ACC_00671,88.62,DEV_129
c059f1b6,2025-02-17 09:29:00,ACC_00648,ACC_01176,430.14,DEV_314
d9dcac6d,2025-02-17 09:34:00,ACC_00563,ACC_01417,167.42,DEV_85
d4cd1798,2025-02-17 09:37:00,ACC_00930,ACC_01741,1051.21,DEV_320
f49fc196,2025-02-17 09:48:00,ACC_01637,ACC_00166,501.77,DEV_626
cab4992b,2025-02-17 09:55:00,ACC_00223,ACC_01821,312.85,DEV_813
2b7246cc,2025-02-17 10:02:00,ACC_00732,ACC_00181,1182.67,DEV_605
c5e2a118,2025-02-17 10:08:00,ACC_00962,ACC_01188,616.71,DEV_501
729bb1ff,2025-02-17 10:20:00,ACC_01972,ACC_01597,125.11,DEV_394
3e723861,2025-02-17 10:21:00,ACC_01336,ACC_00600,594.15,DEV_408
39555803,2025-02-17 10:22:00,ACC_01953,ACC_00314,676.91,DEV_221
780fad64,2025-02-17 10:24:00,ACC_01065,ACC_01651,503.29,DEV_559
977ec864,2025-02-17 10:26:00,ACC_01731,ACC_01398,271.48,DEV_51
7c186672,2025-02-17 10:27:00,ACC_01841,ACC_00962,111.24,DEV_60
4024533e,2025-02-17 10:44:00,ACC_01105,ACC_01252,551.72,DEV_688
088e0d6b,2025-02-17 10:46:00,ACC_01052,ACC_01260,1166.0,DEV_757
c9ee71ed,2025-02-17 10:53:00,ACC_00332,ACC_01126,253.96,DEV_570
f2a034de,2025-02-17 11:01:00,ACC_00804,ACC_00719,360.15,DEV_387
af10d6f0,2025-02-17 11:11:00,ACC_01274,ACC_00979,57.25,DEV_136
5513a8fe,2025-02-17 11:14:00,ACC_00253,ACC_00881,1521.17,DEV_114
c1a09407,2025-02-17 11:23:00,ACC_01959,ACC_01923,898.39,DEV_663
1db9995d,2025-02-17 11:29:00,ACC_01191,ACC_01322,446.74,DEV_544
72498b6c,2025-02-17 11:30:00,ACC_01585,ACC_01388,1221.76,DEV_696
69662e70,2025-02-17 11:36:00,ACC_01548,ACC_01033,405.64,DEV_318
aaf7cf30,2025-02-17 11:40:00,ACC_01144,ACC_00020,462.62,DEV_826
6173c783,2025-02-17 11:54:00,ACC_00822,ACC_01995,802.35,DEV_258
524ed0ed,2025-02-17 11:59:00,ACC_01969,ACC_01299,219.74,DEV_549
ace39258,2025-02-17 12:00:00,ACC_00855,ACC_00197,189.76,DEV_256
f2d92638,2025-02-17 12:06:00,ACC_01812,ACC_00004,398.63,DEV_91
c12c527b,2025-02-17 12:09:00,ACC_01694,ACC_00551,866.95,DEV_72
ef558dc8,2025-02-17 12:11:00,ACC_01710,ACC_01186,277.09,DEV_518
bc814f5c,2025-02-17 12:14:00,ACC_00334,ACC_01246,899.99,DEV_72
4c11df7a,2025-02-17 12:22:00,ACC_00990,ACC_01374,230.47,DEV_603
ec4d5b95,2025-02-17 12:26:00,ACC_00700,ACC_00305,1218.37,DEV_762
a7b522e7,2025-02-17 12:34:00,ACC_00441,ACC_01857,357.56,DEV_474
