user_id,recommended_categories
U_01435,"Grocery, Sports, Home"
U_01436,"Toys, Home, Electronics"
U_01438,"Toys, Grocery, Home"
U_01439,"Grocery, Books, Toys"
U_01444,"Beauty, Grocery, Electronics"
U_01445,"Toys, Beauty, Electronics"
U_01446,"Fashion, Electronics, Home"
U_01447,"Toys, Home, Electronics"
U_01452,"Grocery, Fashion, Home"
U_01453,"Fashion, Books, Electronics"
U_01454,"Toys, Home, Electronics"
U_01457,"Beauty, Electronics, Home"
U_01460,"Books, Toys, Grocery"
U_01461,"Toys, Home, Electronics"
U_01462,"Grocery, Beauty, Home"
U_01463,"Grocery, Books, Toys"
U_01464,"Grocery, Home, Electronics"
U_01465,"Books, Toys, Grocery"
U_01469,"Toys, Beauty, Home"
U_01470,"Sports, Home, Electronics"
U_01474,"Toys, Beauty, Electronics"
U_01475,"Beauty, Toys, Electronics"
U_01478,"Beauty, Electronics, Home"
U_01480,"Grocery, Home, Electronics"
U_01483,"Sports, Toys, Books"
U_01485,"Beauty, Electronics, Home"
U_01487,"Grocery, Books, Toys"
U_01492,"Books, Home, Electronics"
U_01493,"Books, Home, Electronics"
U_01495,"Sports, Fashion, Home"
U_01496,"Grocery, Books, Toys"
U_01498,"Beauty, Electronics, Home"
U_01499,"Books, Home, Electronics"
U_01504,"Sports, Home, Electronics"
U_01507,"Grocery, Books, Toys"
U_01508,"Grocery, Home, Electronics"
U_01512,"Grocery, Sports, Books"
U_01513,"Beauty, Electronics, Home"
U_01514,"Toys, Grocery, Home"
U_01515,"Grocery, Home, Electronics"
U_01518,"Grocery, Books, Toys"
U_01519,"Books, Sports, Home"
U_01521,"Grocery, Sports, Home"
U_01526,"Grocery, Books, Home"
U_01527,"Fashion, Toys, Electronics"
U_01529,"Grocery, Books, Toys"
U_01531,"Toys, Sports, Home"
U_01532,"Fashion, Electronics, Home"
U_01533,"Toys, Home, Electronics"
U_01534,"Books, Home, Electronics"
U_01535,"Grocery, Home, Electronics"
U_01536,"Books, Home, Electronics"
U_01537,"Sports, Home, Electronics"
U_01538,"Fashion, Electronics, Home"
U_01539,"Books, Home, Electronics"
U_01541,"Fashion, Toys, Electronics"
U_01542,"Grocery, Home, Electronics"
U_01543,"Grocery, Home, Beauty"
U_01545,"Toys, Home, Electronics"
U_01547,"Toys, Home, Electronics"
U_01548,"Fashion, Electronics, Home"
U_01550,"Beauty, Electronics, Home"
U_01552,"Sports, Toys, Home"
U_01553,"Toys, Home, Electronics"
U_01556,"Beauty, Sports, Grocery"
U_01561,"Books, Toys, Grocery"
U_01562,"Books, Home, Electronics"
U_01563,"Beauty, Books, Electronics"
U_01564,"Books, Grocery, Toys"
U_01566,"Toys, Sports, Books"
U_01567,"Fashion, Electronics, Home"
U_01570,"Sports, Home, Electronics"
U_01572,"Toys, Grocery, Home"
U_01576,"Books, Toys, Grocery"
U_01578,"Fashion, Electronics, Home"
U_01581,"Books, Home, Electronics"
U_01582,"Grocery, Books, Toys"
U_01584,"Fashion, Grocery, Home"
U_01586,"Fashion, Electronics, Home"
U_01587,"Grocery, Home, Electronics"
U_01589,"Grocery, Home, Electronics"
U_01591,"Fashion, Electronics, Home"
U_01593,"Toys, Grocery, Home"
U_01594,"Books, Home, Electronics"
U_01596,"Grocery, Home, Electronics"
U_01597,"Books, Home, Electronics"
U_01599,"Beauty, Electronics, Home"
U_01600,"Books, Home, Electronics"
U_01602,"Sports, Home, Electronics"
U_01604,"Grocery, Home, Electronics"
U_01605,"Grocery, Home, Fashion"
U_01606,"Fashion, Electronics, Home"
U_01609,"Toys, Fashion, Home"
U_01612,"Beauty, Electronics, Home"
U_01613,"Beauty, Electronics, Home"
U_01614,"Fashion, Electronics, Home"
U_01620,"Toys, Home, Electronics"
U_01621,"Books, Home, Electronics"
U_01622,"Sports, Fashion, Books"
U_01623,"Fashion, Electronics, Home"
U_01624,"Beauty, Electronics, Home"
U_01629,"Sports, Home, Electronics"
U_01633,"Beauty, Electronics, Home"
U_01634,"Books, Home, Electronics"
U_01635,"Sports, Books, Home"
U_01637,"Books, Toys, Grocery"
U_01638,"Books, Toys, Grocery"
U_01643,"Sports, Toys, Home"
U_01647,"Beauty, Electronics, Home"
U_01648,"Grocery, Books, Toys"
U_01650,"Fashion, Electronics, Home"
U_01653,"Fashion, Toys, Beauty"
U_01655,"Grocery, Books, Toys"
U_01657,"Beauty, Grocery, Electronics"
U_01660,"Toys, Home, Electronics"
U_01661,"Beauty, Sports, Grocery"
U_01665,"Beauty, Books, Electronics"
U_01666,"Sports, Home, Grocery"
U_01667,"Books, Toys, Grocery"
U_01668,"Fashion, Grocery, Home"
U_01670,"Books, Home, Electronics"
U_01671,"Beauty, Electronics, Home"
U_01675,"Toys, Home, Electronics"
U_01676,"Beauty, Electronics, Home"
U_01678,"Sports, Fashion, Toys"
U_01682,"Books, Home, Toys"
U_01683,"Books, Home, Electronics"
U_01684,"Fashion, Electronics, Home"
U_01687,"Sports, Toys, Home"
U_01689,"Beauty, Sports, Toys"
U_01692,"Grocery, Home, Electronics"
U_01693,"Fashion, Electronics, Home"
U_01694,"Fashion, Electronics, Home"
U_01696,"Toys, Beauty, Grocery"
U_01697,"Fashion, Electronics, Home"
U_01701,"Grocery, Books, Toys"
U_01702,"Grocery, Home, Books"
U_01704,"Grocery, Home, Electronics"
U_01706,"Sports, Home, Grocery"
U_01707,"Toys, Home, Electronics"
U_01708,"Fashion, Electronics, Home"
U_01709,"Books, Home, Electronics"
U_01712,"Books, Home, Electronics"
U_01713,"Grocery, Books, Toys"
U_01714,"Beauty, Grocery, Books"
U_01722,"Beauty, Electronics, Home"
U_01723,"Toys, Home, Electronics"
U_01725,"Sports, Grocery, Home"
U_01726,"Grocery, Home, Electronics"
U_01727,"Toys, Home, Electronics"
U_01729,"Toys, Home, Electronics"
U_01731,"Books, Home, Electronics"
U_01732,"Books, Home, Electronics"
U_01735,"Sports, Beauty, Books"
U_01736,"Toys, Home, Electronics"
U_01737,"Grocery, Books, Toys"
U_01739,"Toys, Home, Electronics"
U_01740,"Books, Grocery, Toys"
U_01742,"Beauty, Electronics, Books"
U_01743,"Toys, Home, Electronics"
U_01744,"Sports, Fashion, Home"
U_01747,"Beauty, Fashion, Books"
U_01750,"Sports, Home, Electronics"
U_01751,"Sports, Toys, Grocery"
U_01754,"Fashion, Electronics, Home"
U_01755,"Beauty, Toys, Electronics"
U_01756,"Fashion, Electronics, Home"
U_01757,"Grocery, Books, Toys"
U_01758,"Toys, Home, Electronics"
U_01759,"Books, Home, Electronics"
U_01762,"Grocery, Home, Electronics"
U_01763,"Toys, Home, Electronics"
U_01766,"Toys, Home, Electronics"
U_01770,"Beauty, Grocery, Home"
U_01773,"Toys, Fashion, Home"
U_01775,"Beauty, Electronics, Home"
U_01777,"Sports, Home, Electronics"
U_01778,"Sports, Home, Electronics"
U_01779,"Grocery, Books, Toys"
U_01780,"Fashion, Electronics, Home"
U_01782,"Books, Home, Electronics"
U_01783,"Toys, Home, Books"
U_01785,"Fashion, Grocery, Home"
U_01787,"Grocery, Home, Electronics"
U_01788,"Books, Sports, Home"
U_01793,"Fashion, Electronics, Home"
U_01794,"Toys, Home, Electronics"
U_01796,"Beauty, Toys, Electronics"
U_01798,"Toys, Beauty, Electronics"
U_01799,"Books, Home, Electronics"
U_01802,"Fashion, Home, Electronics"
U_01806,"Fashion, Toys, Home"
U_01807,"Sports, Home, Electronics"
U_01808,"Fashion, Grocery, Home"
U_01809,"Toys, Home, Electronics"
U_01811,"Books, Home, Electronics"
U_01814,"Beauty, Toys, Electronics"
U_01815,"Toys, Home, Electronics"
U_01817,"Grocery, Home, Electronics"
U_01822,"Grocery, Books, Toys"
U_01823,"Fashion, Electronics, Home"
U_01825,"Beauty, Toys, Electronics"
U_01829,"Grocery, Home, Electronics"
U_01830,"Grocery, Home, Books"
U_01831,"Grocery, Home, Electronics"
U_01834,"Beauty, Grocery, Books"
U_01835,"Sports, Home, Electronics"
U_01836,"Beauty, Toys, Electronics"
U_01838,"Grocery, Home, Electronics"
U_01842,"Books, Home, Electronics"
U_01844,"Toys, Home, Electronics"
U_01849,"Grocery, Home, Electronics"
U_01850,"Sports, Home, Electronics"
U_01854,"Grocery, Home, Electronics"
U_01855,"Books, Home, Electronics"
U_01856,"Grocery, Toys, Home"
U_01857,"Beauty, Electronics, Grocery"
U_01858,"Books, Home, Electronics"
U_01862,"Grocery, Home, Electronics"
U_01864,"Books, Home, Electronics"
U_01866,"Books, Home, Grocery"
U_01867,"Toys, Beauty, Home"
U_01869,"Sports, Toys, Home"
U_01873,"Beauty, Electronics, Grocery"
U_01874,"Books, Toys, Grocery"
U_01876,"Beauty, Electronics, Home"
U_01877,"Toys, Beauty, Fashion"
U_01878,"Sports, Home, Electronics"
U_01881,"Books, Home, Electronics"
U_01886,"Books, Fashion, Home"
U_01890,"Books, Home, Electronics"
U_01891,"Fashion, Electronics, Home"
U_01893,"Books, Home, Electronics"
U_01894,"Books, Toys, Grocery"
U_01896,"Books, Toys, Grocery"
U_01897,"Grocery, Beauty, Home"
U_01900,"Toys, Home, Electronics"
U_01903,"Books, Home, Electronics"
U_01905,"Toys, Beauty, Home"
U_01906,"Sports, Home, Electronics"
U_01907,"Toys, Home, Electronics"
U_01908,"Sports, Home, Electronics"
U_01915,"Beauty, Electronics, Home"
U_01916,"Beauty, Grocery, Books"
U_01917,"Toys, Books, Sports"
U_01920,"Books, Toys, Grocery"
U_01921,"Grocery, Books, Toys"
U_01925,"Toys, Beauty, Home"
U_01929,"Beauty, Electronics, Home"
U_01930,"Books, Grocery, Home"
U_01933,"Fashion, Electronics, Home"
U_01937,"Fashion, Beauty, Electronics"
U_01938,"Beauty, Electronics, Home"
U_01939,"Books, Home, Electronics"
U_01941,"Sports, Toys, Home"
U_01944,"Grocery, Books, Toys"
U_01945,"Sports, Beauty, Home"
U_01947,"Fashion, Electronics, Home"
U_01956,"Beauty, Books, Electronics"
U_01959,"Beauty, Books, Electronics"
U_01960,"Beauty, Electronics, Books"
U_01961,"Beauty, Sports, Fashion"
U_01963,"Sports, Grocery, Home"
U_01964,"Grocery, Home, Books"
U_01966,"Books, Sports, Home"
U_01967,"Fashion, Grocery, Home"
U_01970,"Grocery, Home, Electronics"
U_01976,"Beauty, Fashion, Electronics"
U_01978,"Sports, Fashion, Home"
U_01980,"Fashion, Electronics, Home"
U_01981,"Toys, Sports, Home"
U_01984,"Beauty, Electronics, Home"
U_01986,"Toys, Beauty, Home"
U_01987,"Books, Toys, Grocery"
U_01988,"Beauty, Electronics, Books"
U_01989,"Grocery, Sports, Home"
U_01991,"Fashion, Electronics, Home"
U_01996,"Grocery, Home, Electronics"
U_01998,"Toys, Home, Grocery"
U_02002,"Books, Home, Electronics"
U_02003,"Books, Toys, Grocery"
U_02009,"Beauty, Electronics, Home"
U_02010,"Fashion, Sports, Electronics"
U_02011,"Fashion, Electronics, Home"
U_02014,"Grocery, Books, Toys"
U_02018,"Toys, Home, Electronics"
U_02019,"Fashion, Electronics, Home"
U_02021,"Toys, Home, Electronics"
U_02030,"Books, Fashion, Grocery"
U_02032,"Fashion, Books, Electronics"
U_02033,"Books, Toys, Grocery"
U_02034,"Books, Toys, Grocery"
U_02036,"Beauty, Electronics, Home"
U_02037,"Beauty, Electronics, Home"
U_02038,"Sports, Beauty, Toys"
U_02041,"Grocery, Books, Toys"
U_02046,"Books, Grocery, Home"
U_02049,"Books, Toys, Grocery"
U_02050,"Sports, Books, Home"
U_02051,"Beauty, Electronics, Home"
U_02053,"Toys, Beauty, Home"
U_02055,"Toys, Home, Electronics"
U_02056,"Toys, Home, Electronics"
U_02057,"Fashion, Electronics, Home"
U_02058,"Fashion, Electronics, Home"
U_02059,"Fashion, Grocery, Home"
U_02060,"Grocery, Sports, Home"
U_02061,"Grocery, Home, Electronics"
U_02063,"Grocery, Home, Electronics"
U_02065,"Sports, Books, Home"
U_02068,"Beauty, Electronics, Home"
U_02070,"Books, Grocery, Home"
U_02073,"Fashion, Electronics, Home"
U_02074,"Beauty, Electronics, Home"
U_02075,"Sports, Home, Electronics"
U_02076,"Beauty, Electronics, Home"
U_02078,"Toys, Home, Electronics"
U_02079,"Sports, Home, Electronics"
U_02080,"Beauty, Electronics, Home"
U_02081,"Beauty, Electronics, Home"
U_02082,"Beauty, Fashion, Electronics"
U_02086,"Books, Toys, Grocery"
U_02087,"Grocery, Home, Electronics"
U_02088,"Toys, Home, Electronics"
U_02089,"Grocery, Home, Electronics"
U_02090,"Fashion, Electronics, Home"
U_02091,"Fashion, Grocery, Home"
U_02094,"Sports, Home, Electronics"
U_02096,"Sports, Fashion, Toys"
U_02098,"Grocery, Books, Toys"
U_02099,"Beauty, Electronics, Home"
U_02100,"Fashion, Grocery, Home"
U_02102,"Grocery, Books, Home"
U_02103,"Toys, Home, Electronics"
U_02105,"Toys, Home, Electronics"
U_02106,"Fashion, Electronics, Home"
U_02107,"Books, Toys, Grocery"
U_02108,"Books, Home, Electronics"
U_02109,"Beauty, Electronics, Home"
U_02110,"Fashion, Books, Home"
U_02112,"Books, Home, Electronics"
U_02115,"Fashion, Electronics, Home"
U_02117,"Beauty, Electronics, Home"
U_02118,"Grocery, Home, Electronics"
U_02120,"Beauty, Electronics, Home"
U_02122,"Books, Toys, Grocery"
U_02123,"Sports, Toys, Books"
U_02124,"Beauty, Sports, Electronics"
U_02126,"Beauty, Books, Toys"
U_02127,"Beauty, Electronics, Home"
U_02130,"Books, Toys, Grocery"
U_02131,"Fashion, Electronics, Home"
U_02132,"Grocery, Sports, Home"
U_02133,"Grocery, Books, Toys"
U_02134,"Grocery, Home, Electronics"
U_02135,"Sports, Books, Home"
U_02140,"Books, Grocery, Home"
U_02141,"Beauty, Books, Toys"
U_02142,"Fashion, Electronics, Home"
U_02143,"Grocery, Books, Toys"
U_02145,"Grocery, Home, Electronics"
U_02146,"Beauty, Electronics, Grocery"
U_02149,"Fashion, Toys, Home"
U_02151,"Books, Home, Electronics"
U_02153,"Sports, Home, Grocery"
U_02156,"Books, Sports, Home"
U_02158,"Sports, Grocery, Home"
U_02159,"Beauty, Grocery, Books"
U_02161,"Grocery, Books, Toys"
U_02164,"Toys, Home, Electronics"
U_02171,"Sports, Grocery, Home"
U_02173,"Toys, Home, Electronics"
U_02174,"Toys, Home, Electronics"
U_02175,"Fashion, Electronics, Home"
U_02176,"Fashion, Electronics, Home"
U_02177,"Sports, Books, Home"
U_02178,"Grocery, Home, Electronics"
U_02179,"Grocery, Books, Toys"
U_02180,"Books, Toys, Grocery"
U_02183,"Grocery, Books, Toys"
U_02185,"Toys, Home, Electronics"
U_02187,"Sports, Home, Electronics"
U_02189,"Toys, Home, Electronics"
U_02190,"Books, Toys, Grocery"
U_02191,"Beauty, Electronics, Home"
U_02192,"Beauty, Electronics, Home"
U_02193,"Beauty, Electronics, Home"
U_02194,"Toys, Home, Electronics"
U_02195,"Grocery, Home, Electronics"
U_02196,"Fashion, Electronics, Home"
U_02197,"Sports, Home, Electronics"
U_02198,"Books, Home, Electronics"
U_02200,"Sports, Home, Electronics"
U_02201,"Toys, Home, Electronics"
U_02202,"Toys, Home, Electronics"
U_02203,"Fashion, Electronics, Home"
U_02204,"Books, Home, Electronics"
U_02205,"Beauty, Grocery, Electronics"
U_02210,"Toys, Fashion, Home"
U_02211,"Fashion, Electronics, Home"
U_02212,"Books, Home, Electronics"
U_02213,"Beauty, Fashion, Electronics"
U_02214,"Toys, Home, Electronics"
U_02218,"Grocery, Books, Toys"
U_02220,"Grocery, Home, Electronics"
U_02221,"Sports, Home, Electronics"
U_02225,"Books, Toys, Grocery"
U_02227,"Toys, Home, Electronics"
U_02232,"Grocery, Home, Electronics"
U_02233,"Beauty, Fashion, Electronics"
U_02235,"Beauty, Electronics, Home"
U_02236,"Beauty, Books, Grocery"
U_02237,"Grocery, Books, Toys"
U_02238,"Grocery, Books, Toys"
U_02241,"Fashion, Electronics, Home"
U_02243,"Grocery, Home, Electronics"
U_02244,"Books, Home, Electronics"
U_02245,"Sports, Home, Electronics"
U_02248,"Fashion, Electronics, Home"
U_02250,"Sports, Home, Electronics"
U_02252,"Beauty, Sports, Electronics"
U_02255,"Beauty, Electronics, Grocery"
U_02257,"Sports, Home, Electronics"
U_02258,"Grocery, Home, Sports"
U_02260,"Grocery, Books, Toys"
U_02262,"Beauty, Electronics, Books"
U_02265,"Books, Toys, Grocery"
U_02267,"Books, Toys, Grocery"
U_02268,"Fashion, Electronics, Home"
U_02271,"Sports, Home, Grocery"
U_02272,"Sports, Home, Electronics"
U_02273,"Books, Home, Electronics"
U_02274,"Books, Home, Fashion"
U_02275,"Books, Home, Sports"
U_02276,"Toys, Home, Electronics"
U_02277,"Fashion, Books, Electronics"
U_02280,"Books, Home, Electronics"
U_02282,"Grocery, Books, Toys"
U_02283,"Toys, Sports, Home"
U_02284,"Sports, Home, Electronics"
U_02285,"Toys, Home, Electronics"
U_02287,"Grocery, Home, Electronics"
U_02290,"Sports, Home, Electronics"
U_02295,"Fashion, Grocery, Home"
U_02296,"Books, Home, Electronics"
U_02298,"Beauty, Toys, Fashion"
U_02299,"Grocery, Books, Toys"
U_02300,"Grocery, Books, Toys"
U_02301,"Toys, Home, Electronics"
U_02302,"Grocery, Home, Electronics"
U_02304,"Books, Home, Electronics"
U_02305,"Books, Sports, Home"
U_02306,"Books, Toys, Grocery"
U_02307,"Beauty, Electronics, Home"
U_02308,"Sports, Fashion, Home"
U_02312,"Beauty, Electronics, Home"
U_02316,"Toys, Home, Electronics"
U_02317,"Fashion, Electronics, Home"
U_02318,"Books, Home, Electronics"
U_02319,"Sports, Home, Electronics"
U_02320,"Grocery, Home, Electronics"
U_02321,"Books, Home, Electronics"
U_02322,"Books, Toys, Grocery"
U_02323,"Books, Home, Electronics"
U_02324,"Grocery, Home, Beauty"
U_02327,"Books, Toys, Grocery"
U_02333,"Beauty, Grocery, Electronics"
U_02334,"Beauty, Toys, Books"
U_02337,"Toys, Home, Electronics"
U_02338,"Beauty, Electronics, Home"
U_02341,"Grocery, Home, Electronics"
U_02345,"Sports, Home, Grocery"
U_02347,"Sports, Home, Electronics"
U_02348,"Books, Sports, Home"
U_02350,"Beauty, Electronics, Home"
U_02351,"Grocery, Books, Toys"
U_02354,"Toys, Home, Electronics"
U_02355,"Toys, Beauty, Home"
U_02356,"Books, Home, Electronics"
U_02362,"Beauty, Grocery, Books"
U_02364,"Grocery, Books, Toys"
U_02365,"Sports, Home, Electronics"
U_02366,"Fashion, Electronics, Home"
U_02367,"Beauty, Electronics, Home"
U_02370,"Fashion, Books, Grocery"
U_02372,"Grocery, Sports, Home"
U_02373,"Beauty, Electronics, Home"
U_02374,"Books, Sports, Home"
U_02375,"Books, Home, Electronics"
U_02376,"Grocery, Sports, Home"
U_02377,"Books, Home, Electronics"
U_02378,"Beauty, Electronics, Home"
U_02379,"Sports, Home, Electronics"
U_02380,"Fashion, Electronics, Home"
U_02382,"Books, Home, Electronics"
U_02384,"Sports, Home, Electronics"
U_02385,"Fashion, Electronics, Home"
U_02386,"Beauty, Electronics, Home"
U_02390,"Books, Grocery, Home"
U_02395,"Grocery, Home, Electronics"
U_02404,"Beauty, Electronics, Home"
U_02406,"Grocery, Books, Toys"
U_02407,"Books, Home, Electronics"
U_02408,"Sports, Home, Electronics"
U_02410,"Grocery, Books, Toys"
U_02414,"Books, Home, Electronics"
U_02415,"Sports, Home, Electronics"
U_02422,"Toys, Books, Home"
U_02423,"Books, Toys, Grocery"
U_02425,"Grocery, Books, Toys"
U_02428,"Toys, Home, Electronics"
U_02429,"Grocery, Home, Electronics"
U_02439,"Fashion, Toys, Home"
U_02442,"Books, Home, Electronics"
U_02443,"Books, Grocery, Home"
U_02445,"Books, Home, Electronics"
U_02449,"Grocery, Books, Toys"
U_02452,"Beauty, Electronics, Home"
U_02453,"Toys, Home, Electronics"
U_02455,"Fashion, Grocery, Home"
U_02456,"Books, Home, Electronics"
U_02457,"Grocery, Fashion, Home"
U_02461,"Fashion, Electronics, Home"
U_02462,"Beauty, Electronics, Home"
U_02464,"Toys, Home, Electronics"
U_02466,"Sports, Fashion, Home"
U_02477,"Books, Toys, Grocery"
U_02479,"Grocery, Home, Electronics"
U_02481,"Fashion, Beauty, Electronics"
U_02482,"Sports, Home, Electronics"
U_02484,"Books, Home, Electronics"
U_02485,"Toys, Beauty, Home"
U_02487,"Beauty, Electronics, Home"
U_02488,"Beauty, Toys, Electronics"
U_02492,"Grocery, Home, Electronics"
U_02493,"Toys, Home, Electronics"
U_02494,"Grocery, Books, Toys"
U_02495,"Fashion, Electronics, Home"
U_02497,"Books, Home, Grocery"
U_02501,"Sports, Grocery, Home"
U_02502,"Beauty, Electronics, Home"
U_02505,"Grocery, Books, Toys"
U_02509,"Books, Toys, Home"
U_02511,"Sports, Home, Electronics"
U_02512,"Books, Toys, Grocery"
U_02513,"Books, Home, Electronics"
U_02515,"Sports, Beauty, Electronics"
U_02519,"Grocery, Home, Electronics"
U_02521,"Toys, Fashion, Home"
U_02522,"Toys, Home, Electronics"
U_02523,"Sports, Home, Electronics"
U_02525,"Books, Grocery, Toys"
U_02527,"Toys, Grocery, Home"
U_02529,"Sports, Home, Electronics"
U_02530,"Fashion, Grocery, Home"
U_02532,"Grocery, Home, Electronics"
U_02533,"Books, Grocery, Home"
U_02534,"Toys, Home, Electronics"
U_02535,"Beauty, Fashion, Electronics"
U_02536,"Books, Home, Electronics"
U_02537,"Books, Home, Electronics"
U_02539,"Sports, Books, Home"
U_02541,"Toys, Home, Electronics"
U_02542,"Grocery, Books, Toys"
U_02543,"Grocery, Home, Electronics"
U_02546,"Fashion, Grocery, Sports"
U_02547,"Fashion, Toys, Home"
U_02550,"Beauty, Books, Electronics"
U_02551,"Grocery, Books, Toys"
U_02552,"Beauty, Fashion, Electronics"
U_02553,"Toys, Home, Electronics"
U_02554,"Beauty, Electronics, Home"
U_02555,"Sports, Toys, Fashion"
U_02558,"Grocery, Home, Fashion"
U_02560,"Toys, Sports, Home"
U_02562,"Sports, Home, Electronics"
U_02563,"Grocery, Books, Toys"
U_02564,"Grocery, Books, Toys"
U_02565,"Grocery, Books, Toys"
U_02566,"Sports, Home, Electronics"
U_02571,"Fashion, Electronics, Home"
U_02572,"Beauty, Electronics, Home"
U_02574,"Sports, Toys, Home"
U_02575,"Grocery, Books, Toys"
U_02576,"Fashion, Electronics, Home"
U_02578,"Grocery, Home, Electronics"
U_02582,"Sports, Home, Electronics"
U_02583,"Grocery, Books, Toys"
U_02584,"Grocery, Books, Toys"
U_02587,"Books, Home, Electronics"
U_02589,"Fashion, Electronics, Home"
U_02592,"Grocery, Home, Electronics"
U_02593,"Grocery, Home, Electronics"
U_02595,"Grocery, Home, Beauty"
U_02596,"Grocery, Home, Electronics"
U_02597,"Fashion, Electronics, Home"
U_02599,"Sports, Home, Books"
U_02604,"Toys, Home, Electronics"
U_02605,"Fashion, Toys, Electronics"
U_02607,"Sports, Home, Electronics"
U_02610,"Sports, Home, Grocery"
U_02612,"Books, Toys, Grocery"
U_02613,"Beauty, Electronics, Home"
U_02616,"Books, Home, Electronics"
U_02620,"Grocery, Home, Electronics"
U_02621,"Sports, Toys, Home"
U_02623,"Toys, Home, Electronics"
U_02624,"Toys, Beauty, Electronics"
U_02625,"Sports, Home, Electronics"
U_02627,"Toys, Sports, Home"
U_02634,"Grocery, Home, Electronics"
U_02635,"Beauty, Sports, Toys"
U_02637,"Toys, Sports, Grocery"
U_02638,"Grocery, Books, Toys"
U_02640,"Beauty, Electronics, Home"
U_02641,"Sports, Home, Electronics"
U_02642,"Books, Home, Electronics"
U_02644,"Grocery, Books, Toys"
U_02645,"Toys, Home, Electronics"
U_02648,"Books, Home, Electronics"
U_02649,"Fashion, Grocery, Home"
U_02650,"Grocery, Books, Toys"
U_02655,"Fashion, Electronics, Home"
U_02659,"Books, Home, Grocery"
U_02660,"Grocery, Home, Books"
U_02663,"Fashion, Electronics, Home"
U_02664,"Toys, Home, Electronics"
U_02666,"Grocery, Books, Toys"
U_02668,"Sports, Home, Grocery"
U_02672,"Books, Home, Electronics"
U_02674,"Fashion, Electronics, Home"
U_02678,"Books, Home, Electronics"
U_02679,"Grocery, Home, Electronics"
U_02681,"Toys, Home, Electronics"
U_02682,"Sports, Home, Grocery"
U_02683,"Grocery, Toys, Home"
U_02685,"Grocery, Books, Toys"
U_02686,"Beauty, Grocery, Electronics"
U_02687,"Books, Home, Electronics"
U_02689,"Sports, Fashion, Books"
U_02690,"Books, Toys, Grocery"
U_02693,"Books, Home, Electronics"
U_02695,"Books, Toys, Grocery"
U_02699,"Sports, Home, Electronics"
U_02701,"Books, Home, Electronics"
U_02703,"Beauty, Electronics, Home"
U_02704,"Grocery, Home, Beauty"
U_02705,"Grocery, Home, Electronics"
U_02706,"Books, Toys, Grocery"
U_02707,"Fashion, Books, Home"
U_02708,"Books, Fashion, Home"
U_02710,"Sports, Home, Electronics"
U_02712,"Fashion, Home, Electronics"
U_02715,"Books, Sports, Toys"
U_02718,"Grocery, Home, Electronics"
U_02722,"Sports, Toys, Home"
U_02724,"Sports, Fashion, Home"
U_02725,"Grocery, Books, Toys"
U_02726,"Fashion, Toys, Home"
U_02728,"Fashion, Grocery, Home"
U_02734,"Grocery, Home, Electronics"
U_02737,"Toys, Home, Electronics"
U_02740,"Beauty, Electronics, Home"
U_02741,"Grocery, Home, Electronics"
U_02743,"Grocery, Home, Electronics"
U_02744,"Beauty, Electronics, Books"
U_02747,"Books, Toys, Grocery"
U_02748,"Beauty, Electronics, Home"
U_02749,"Fashion, Electronics, Home"
U_02753,"Beauty, Electronics, Home"
U_02756,"Books, Toys, Grocery"
U_02760,"Toys, Home, Electronics"
U_02762,"Beauty, Electronics, Home"
U_02763,"Grocery, Books, Toys"
U_02764,"Books, Home, Electronics"
U_02767,"Sports, Books, Home"
U_02768,"Grocery, Books, Toys"
U_02771,"Sports, Home, Books"
U_02772,"Beauty, Electronics, Home"
U_02773,"Fashion, Grocery, Home"
U_02775,"Grocery, Books, Toys"
U_02777,"Grocery, Home, Electronics"
U_02779,"Sports, Home, Electronics"
U_02780,"Books, Beauty, Fashion"
U_02781,"Fashion, Books, Home"
U_02782,"Books, Home, Electronics"
U_02783,"Sports, Fashion, Books"
U_02785,"Toys, Home, Electronics"
U_02787,"Toys, Books, Home"
U_02788,"Fashion, Books, Home"
U_02791,"Fashion, Electronics, Home"
U_02793,"Sports, Beauty, Toys"
U_02794,"Toys, Fashion, Home"
U_02798,"Fashion, Electronics, Home"
U_02799,"Books, Home, Electronics"
U_02801,"Beauty, Electronics, Home"
U_02804,"Sports, Home, Electronics"
U_02807,"Beauty, Electronics, Home"
U_02808,"Grocery, Home, Electronics"
U_02811,"Fashion, Electronics, Home"
U_02815,"Books, Toys, Grocery"
U_02817,"Toys, Home, Grocery"
U_02823,"Beauty, Electronics, Home"
U_02824,"Beauty, Books, Electronics"
U_02825,"Books, Sports, Grocery"
U_02827,"Beauty, Toys, Electronics"
U_02829,"Fashion, Beauty, Grocery"
U_02830,"Sports, Books, Grocery"
U_02831,"Grocery, Home, Electronics"
U_02832,"Books, Home, Electronics"
U_02835,"Toys, Home, Electronics"
U_02836,"Beauty, Grocery, Electronics"
U_02837,"Toys, Home, Electronics"
U_02838,"Toys, Home, Electronics"
U_02840,"Beauty, Fashion, Electronics"
U_02841,"Sports, Home, Electronics"
U_02842,"Books, Toys, Grocery"
U_02848,"Toys, Books, Home"
U_02849,"Toys, Home, Beauty"
U_02855,"Toys, Home, Electronics"
U_02857,"Toys, Home, Electronics"
U_02858,"Books, Toys, Grocery"
U_02860,"Sports, Beauty, Home"
U_02864,"Toys, Home, Electronics"
U_02865,"Sports, Home, Electronics"
