user_id,plan_type,region,account_age_days,recency_days,frequency_7d,frequency_30d,monetary_30d,monetary_total,avg_session_duration,recent_avg_duration,avg_pages_viewed,login_trend_slope,n_orders_total,avg_order_value,top_category,churn_label,ltv_12m
U_00419,Free,West,-177,21,0,2,0.0,0.0,4.255,0.0,9.1875,0.04895104895104901,0,0.0,None,0,0.0
U_00420,Pro,West,523,19,0,3,0.0,0.0,5.957142857142856,0.0,12.0,-0.006993006993006964,0,0.0,None,0,0.0
U_00421,Free,North,472,9,0,6,0.0,34.83,5.145714285714285,6.13,10.964285714285714,0.04705882352941178,1,34.83,Grocery,0,26.934216101694915
U_00422,Free,South,851,52,0,0,0.0,42.370000000000005,7.1226666666666665,0.0,16.2,-0.07878787878787884,2,21.185000000000002,Grocery,1,18.172796709753232
U_00423,Free,South,446,25,0,1,0.0,51.77,6.325555555555557,0.0,14.333333333333334,-0.20000000000000012,1,51.77,Sports,1,42.367825112107624
U_00424,Free,South,347,0,4,8,0.0,17.98,6.8592,6.22,14.56,0.10357142857142858,2,8.99,Electronics,0,18.912680115273776
U_00425,Pro,North,317,36,0,0,0.0,224.35,5.796666666666668,0.0,12.266666666666667,0.010489510489510507,4,56.0875,Electronics,1,258.32097791798105
U_00426,Pro,South,638,4,1,2,57.03,148.15,4.783333333333333,4.34,10.222222222222221,6.633138920230202e-17,4,37.0375,Fashion,0,84.75666144200628
U_00427,Pro,North,314,2,1,8,31.01,95.94000000000001,8.995882352941177,7.803333333333334,19.147058823529413,0.03508771929824562,3,31.980000000000004,Home,1,111.52261146496818
U_00428,Pro,South,847,105,0,0,0.0,81.55,9.998181818181818,0.0,22.363636363636363,-0.2,2,40.775,Electronics,1,35.14256198347107
U_00429,Free,North,571,93,0,0,0.0,0.0,7.7700000000000005,0.0,19.4,0.09999999999999981,0,0.0,None,1,0.0
U_00430,Free,East,757,2,2,4,0.0,37.78,6.5515384615384615,4.8,14.384615384615385,0.04242424242424242,2,18.89,Electronics,0,18.216248348745047
U_00431,Free,West,427,49,0,0,0.0,0.0,4.501538461538463,0.0,9.23076923076923,0.030303030303030346,0,0.0,None,1,0.0
U_00432,Pro,South,808,7,0,5,76.49,251.33999999999997,4.406000000000001,2.99,9.2,0.07272727272727275,4,62.834999999999994,Beauty,0,113.53849009900988
U_00433,Pro,North,829,61,0,0,0.0,44.81,5.785714285714286,0.0,12.571428571428571,-0.10000000000000016,1,44.81,Fashion,1,19.729372738238844
U_00434,Free,East,528,72,0,0,0.0,15.31,5.354444444444444,0.0,11.333333333333334,7.549455712798224e-17,1,15.31,Home,1,10.583617424242425
U_00435,Pro,South,604,33,0,0,0.0,0.0,3.8437500000000004,0.0,8.375,-0.057142857142857134,0,0.0,None,0,0.0
U_00436,Free,East,228,50,0,0,0.0,10.28,8.684761904761903,0.0,16.952380952380953,-0.08741258741258737,1,10.28,Beauty,1,16.45701754385965
U_00437,Free,West,288,9,0,4,0.0,38.9,10.302758620689657,10.735,23.75862068965517,-0.042647058823529364,1,38.9,Books,0,49.30034722222222
U_00438,Free,East,52,56,0,0,0.0,0.0,4.648333333333333,0.0,10.833333333333334,-0.20000000000000015,0,0.0,None,1,0.0
U_00439,Pro,North,152,18,0,1,18.47,338.49,5.350555555555555,0.0,11.166666666666666,-0.08181818181818183,4,84.6225,Sports,0,812.8213815789474
U_00440,Pro,West,89,42,0,0,0.0,98.25,4.748571428571429,0.0,10.142857142857142,0.02857142857142864,2,49.125,Books,1,402.935393258427
U_00441,Free,West,-85,41,0,0,0.0,0.0,1.6625,0.0,4.0,-2.0083673326242142e-16,0,0.0,None,1,0.0
U_00442,Pro,North,437,32,0,0,0.0,0.0,4.554,0.0,10.4,-0.04761904761904757,0,0.0,None,1,0.0
U_00443,Free,North,505,79,0,0,0.0,0.0,8.111428571428572,0.0,17.571428571428573,0.26190476190476186,0,0.0,None,1,0.0
U_00444,Pro,North,-197,64,0,0,0.0,101.69,3.08,0.0,6.0,-4.8374234447508063e-17,1,101.69,Books,1,1237.2283333333332
U_00445,Free,West,693,7,0,5,21.02,102.63,7.891153846153846,2.58,18.03846153846154,0.017647058823529408,5,20.526,Fashion,0,54.054761904761904
U_00446,Free,East,81,7,0,2,0.0,37.57,5.660833333333333,3.53,14.083333333333334,-0.016666666666666646,1,37.57,Beauty,0,169.29691358024692
U_00447,Free,East,167,33,0,0,0.0,0.0,6.776153846153846,0.0,14.961538461538462,-0.07857142857142854,0,0.0,None,1,0.0
U_00448,Free,West,806,1,1,3,0.0,88.18,5.049473684210526,4.0,10.263157894736842,-0.08241758241758229,2,44.09,Fashion,0,39.932630272952856
U_00449,Pro,East,-38,58,0,0,0.0,334.94,9.19304347826087,0.0,20.217391304347824,0.2,6,55.82333333333333,Beauty,1,4075.1033333333335
U_00450,Free,South,-98,10,0,4,31.54,47.08,7.444736842105263,6.73,17.05263157894737,-0.04395604395604393,2,23.54,Sports,0,572.8066666666666
U_00451,Free,South,184,5,2,7,13.43,59.36,9.696521739130436,8.04,22.08695652173913,0.002197802197802112,2,29.68,Beauty,0,117.75217391304348
U_00452,Pro,North,70,5,1,3,15.57,51.13,8.1688,9.76,17.48,0.0021978021978021588,2,25.565,Home,0,266.6064285714286
U_00453,Free,North,-13,9,0,10,13.51,57.29,10.42051282051282,9.95,23.05128205128205,0.01578947368421052,2,28.645,Beauty,0,697.0283333333333
U_00454,Free,North,704,96,0,0,0.0,0.0,3.8433333333333333,0.0,8.0,1.0276789547548596e-16,0,0.0,None,1,0.0
U_00455,Enterprise,North,294,5,1,4,0.0,440.71000000000004,3.644545454545455,2.64,8.545454545454545,0.06666666666666665,4,110.17750000000001,Grocery,0,547.1399659863946
U_00456,Free,East,315,0,1,6,0.0,203.26,10.114583333333334,7.585,22.291666666666668,0.030769230769230726,4,50.815,Electronics,0,235.52349206349206
U_00457,Free,East,-38,8,0,1,19.65,43.18,7.5375000000000005,11.5,16.5,-0.03235294117647061,2,21.59,Sports,0,525.3566666666667
U_00458,Pro,West,-5,10,0,5,114.47,441.63000000000005,9.192499999999999,11.115,19.571428571428573,-0.008823529411764671,7,63.09000000000001,Home,0,5373.165000000001
U_00459,Enterprise,South,-28,2,2,9,27.38,496.22,6.962000000000001,6.956,14.657142857142857,-0.010526315789473741,6,82.70333333333333,Toys,0,6037.343333333333
U_00460,Free,East,230,52,0,0,0.0,0.0,3.96,0.0,8.875,-4.514544854190959e-17,0,0.0,None,1,0.0
U_00461,Free,West,-99,5,2,7,0.0,0.0,8.267826086956521,6.7775,18.217391304347824,0.049450549450549476,0,0.0,None,0,0.0
U_00462,Free,West,125,64,0,0,0.0,0.0,2.3125000000000004,0.0,3.75,-2.0083673326242142e-16,0,0.0,None,1,0.0
U_00463,Enterprise,South,113,26,0,1,0.0,411.5,4.58,0.0,10.11111111111111,6.633138920230202e-17,3,137.16666666666666,Sports,1,1329.1814159292037
U_00464,Free,West,607,64,0,0,0.0,0.0,5.332857142857143,0.0,11.571428571428571,-0.08571428571428566,0,0.0,None,1,0.0
U_00465,Free,South,819,43,0,0,0.0,0.0,0.46749999999999997,0.0,1.25,-2.0083673326242142e-16,0,0.0,None,1,0.0
U_00466,Enterprise,South,711,46,0,0,0.0,436.4,5.142,0.0,12.8,-0.07142857142857134,3,145.46666666666667,Sports,1,224.0309423347398
U_00467,Free,East,468,19,0,4,0.0,71.8,6.791000000000001,0.0,15.5,0.030769230769230733,2,35.9,Home,0,55.99786324786324
U_00468,Pro,South,741,21,0,3,0.0,267.4,7.01421052631579,0.0,15.052631578947368,0.12937062937062935,3,89.13333333333333,Fashion,1,131.71524966261808
U_00469,Pro,East,-38,32,0,0,36.9,578.63,10.792608695652174,0.0,23.17391304347826,-0.03736263736263742,12,48.219166666666666,Beauty,1,7039.998333333333
U_00470,Free,North,257,1,1,8,0.0,37.849999999999994,7.3545,5.865,16.35,0.021978021978022063,2,18.924999999999997,Toys,0,53.75583657587548
U_00471,Free,South,183,0,3,9,0.0,0.0,7.884857142857142,7.892499999999999,16.228571428571428,0.07352941176470587,0,0.0,None,0,0.0
U_00472,Pro,East,185,15,0,1,0.0,109.27,3.833636363636363,0.0,8.272727272727273,0.049999999999999996,1,109.27,Sports,1,215.58675675675676
U_00473,Free,South,127,0,2,8,0.0,34.49,10.25263157894737,10.75,20.736842105263158,0.04736842105263155,2,17.245,Sports,0,99.1248031496063
U_00474,Free,East,331,10,0,2,37.86,65.55,6.255,6.41,13.083333333333334,-0.02424242424242422,3,21.849999999999998,Fashion,0,72.28323262839879
U_00475,Pro,West,849,3,1,4,0.0,222.73000000000002,8.867826086956523,4.54,19.043478260869566,-0.007352941176470586,4,55.682500000000005,Grocery,0,95.7555359246172
U_00476,Free,West,2,51,0,0,0.0,29.95,2.942857142857143,0.0,5.857142857142857,-0.08571428571428566,1,29.95,Electronics,1,364.39166666666665
U_00477,Pro,East,55,5,1,4,0.0,65.19,11.251142857142856,11.65,25.34285714285714,0.007352941176470619,2,32.595,Beauty,0,432.62454545454545
U_00478,Free,South,316,144,0,0,0.0,0.0,0.3,0.0,1.0,0.0,0,0.0,None,1,0.0
U_00479,Pro,North,282,2,2,9,50.27,246.20000000000002,10.249310344827586,12.37,21.24137931034483,0.014705882352941211,3,82.06666666666668,Grocery,0,318.6631205673759
U_00480,Free,West,150,34,0,0,0.0,0.0,2.35,0.0,4.75,-2.0083673326242142e-16,0,0.0,None,1,0.0
U_00481,Enterprise,South,782,9,0,1,0.0,173.07,6.6016666666666675,2.24,15.0,7.951207131982424e-18,3,57.69,Fashion,1,80.78075447570332
U_00482,Enterprise,South,67,73,0,0,0.0,0.0,4.99,0.0,10.666666666666666,7.951207131982424e-18,0,0.0,None,1,0.0
U_00483,Pro,West,584,2,2,3,46.33,270.25,5.312857142857141,3.6599999999999997,10.642857142857142,0.0272727272727273,5,54.05,Fashion,0,168.90625
U_00484,Free,North,773,1,1,3,11.4,221.35999999999999,8.784166666666666,8.19,20.291666666666668,0.011764705882352983,6,36.89333333333333,Sports,0,104.52315653298835
U_00485,Free,West,569,8,0,4,0.0,10.33,7.5357894736842095,8.346666666666666,16.42105263157895,0.09090909090909097,1,10.33,Beauty,0,6.626449912126538
U_00486,Enterprise,West,75,28,0,1,0.0,291.3,5.755333333333334,0.0,12.666666666666666,-0.017482517482517487,3,97.10000000000001,Books,1,1417.66
U_00487,Free,North,634,4,1,4,0.0,111.85000000000001,10.379642857142859,10.61,21.535714285714285,-0.01960784313725491,2,55.925000000000004,Toys,0,64.39313880126184
U_00488,Free,South,64,3,2,7,24.72,82.66,10.961515151515151,12.35,24.545454545454547,0.022077922077922085,3,27.55333333333333,Grocery,0,471.42031249999997
U_00489,Free,North,-188,24,0,1,0.0,0.0,5.4366666666666665,0.0,12.666666666666666,1.0276789547548596e-16,0,0.0,None,1,0.0
U_00490,Free,North,326,41,0,0,0.0,15.68,7.066428571428572,0.0,15.428571428571429,-0.09523809523809502,1,15.68,Toys,1,17.555828220858896
U_00491,Free,South,445,24,0,2,0.0,31.67,5.890000000000001,0.0,13.375,0.22857142857142848,1,31.67,Beauty,1,25.976516853932587
U_00492,Pro,East,342,67,0,0,0.0,115.38,7.91,0.0,17.76923076923077,-0.04999999999999986,2,57.69,Beauty,1,123.13947368421051
U_00493,Free,South,124,7,0,1,0.0,0.0,3.0316666666666667,0.12,6.5,0.19999999999999996,0,0.0,None,1,0.0
U_00494,Free,North,35,1,1,5,0.0,15.36,8.5504,7.050000000000001,20.32,-0.0642857142857143,1,15.36,Books,0,160.18285714285713
U_00495,Free,East,195,77,0,0,0.0,39.15,4.86,0.0,9.5,0.5000000000000002,2,19.575,Books,0,73.28076923076922
U_00496,Enterprise,South,167,2,1,3,74.02,284.23,3.8615384615384616,2.59,8.307692307692308,-0.003496503496503487,3,94.74333333333334,Toys,0,621.2212574850299
U_00497,Pro,North,770,3,1,3,0.0,354.28000000000003,7.27909090909091,1.57,15.136363636363637,-0.04848484848484845,3,118.09333333333335,Beauty,1,167.93792207792208
U_00498,Free,North,695,2,1,10,0.0,0.0,9.693513513513512,11.335,21.486486486486488,-0.002450980392156791,0,0.0,None,0,0.0
U_00499,Free,West,582,89,0,0,0.0,21.25,1.1233333333333333,0.0,3.0,1.0276789547548596e-16,1,21.25,Sports,1,13.326890034364261
U_00500,Free,North,60,1,1,1,0.0,0.0,6.398571428571429,2.61,15.714285714285714,-0.13333333333333341,0,0.0,None,1,0.0
U_00501,Pro,West,528,17,0,3,144.02,330.63,9.684090909090909,0.0,22.318181818181817,-0.15384615384615385,5,66.126,Beauty,0,228.56051136363638
U_00502,Free,East,247,99,0,0,0.0,34.41,1.585,0.0,3.5,-7.850462293418875e-17,1,34.41,Books,1,50.848785425101205
U_00503,Free,East,839,82,0,0,0.0,19.43,0.3,0.0,1.0,-7.850462293418875e-17,1,19.43,Beauty,1,8.452860548271751
U_00504,Free,South,788,4,1,5,0.0,0.0,7.712857142857144,7.44,18.392857142857142,0.018575851393188864,0,0.0,None,0,0.0
U_00505,Free,South,566,3,2,3,0.0,0.0,8.398275862068965,6.760000000000001,17.724137931034484,0.005159958720330255,0,0.0,None,0,0.0
U_00506,Free,North,136,96,0,0,0.0,0.0,0.7933333333333333,0.0,2.3333333333333335,1.0276789547548596e-16,0,0.0,None,1,0.0
U_00507,Enterprise,South,115,0,1,2,0.0,149.61,3.6019999999999994,2.9,7.7,-0.016666666666666528,2,74.805,Fashion,0,474.84913043478264
U_00508,Free,West,132,92,0,0,0.0,10.04,4.578333333333334,0.0,10.166666666666666,0.19999999999999996,1,10.04,Books,0,27.762121212121208
U_00509,Pro,South,542,17,0,1,0.0,209.67000000000002,10.124444444444444,0.0,23.61111111111111,-0.004395604395604423,5,41.934000000000005,Sports,0,141.19843173431735
U_00510,Free,South,302,9,0,6,0.0,0.0,8.567,5.713333333333334,18.95,0.07912087912087912,0,0.0,None,0,0.0
U_00511,Free,East,357,66,0,0,0.0,36.7,3.6875,0.0,9.0,-2.0083673326242142e-16,1,36.7,Grocery,1,37.522408963585434
U_00512,Pro,West,355,22,0,1,0.0,99.81,5.702222222222222,0.0,13.0,-0.20000000000000023,1,99.81,Home,0,102.62154929577466
U_00513,Pro,East,726,70,0,0,0.0,299.04999999999995,6.136153846153846,0.0,13.615384615384615,6.198032018724358e-17,4,74.76249999999999,Sports,0,150.3488292011019
U_00514,Pro,East,-100,3,1,1,0.0,126.19,2.468,3.18,6.0,-0.06666666666666661,1,126.19,Sports,1,1535.3116666666667
U_00515,Free,West,640,16,0,2,62.9,106.24000000000001,5.185384615384615,0.0,12.0,0.08181818181818183,2,53.120000000000005,Toys,0,60.59
U_00516,Free,East,-190,21,0,2,0.0,0.0,4.115714285714286,0.0,9.0,0.0818181818181818,0,0.0,None,0,0.0
U_00517,Enterprise,West,-146,63,0,0,0.0,38.86,6.9719999999999995,0.0,13.3,-3.497877510860404e-17,1,38.86,Electronics,1,472.7966666666666
U_00518,Free,East,834,89,0,0,0.0,0.0,9.103333333333333,0.0,20.833333333333332,-0.20000000000000015,0,0.0,None,0,0.0
U_00519,Free,North,363,42,0,0,0.0,0.0,4.905384615384616,0.0,10.538461538461538,0.09090909090909093,0,0.0,None,1,0.0
U_00520,Free,North,-22,5,1,5,0.0,50.83,6.854000000000001,6.676666666666667,15.0,-0.03636363636363631,3,16.94333333333333,Electronics,0,618.4316666666666
U_00521,Pro,North,-180,59,0,0,0.0,0.0,4.394,0.0,10.7,-3.497877510860404e-17,0,0.0,None,1,0.0
U_00522,Free,South,373,5,1,3,0.0,0.0,3.4130000000000003,4.515,7.1,6.363375692412363e-17,0,0.0,None,1,0.0
U_00523,Free,East,566,40,0,0,0.0,0.0,3.826666666666666,0.0,8.444444444444445,6.633138920230202e-17,0,0.0,None,1,0.0
U_00524,Pro,West,629,3,1,3,0.0,222.95,7.627222222222222,2.48,16.5,-0.03296703296703294,5,44.589999999999996,Beauty,0,129.3748012718601
U_00525,Pro,North,-155,35,0,0,58.67,459.42,5.032,0.0,10.2,-0.03571428571428578,7,65.63142857142857,Home,0,5589.61
U_00526,Free,West,628,1,1,3,0.0,20.77,4.8792857142857144,7.15,9.857142857142858,-0.012121212121212142,1,20.77,Home,0,12.07173566878981
U_00527,Pro,North,233,45,0,0,0.0,54.05,3.5108333333333337,0.0,7.5,-0.14999999999999986,1,54.05,Sports,1,84.67060085836908
U_00528,Free,North,701,2,1,5,47.59,96.91,10.673636363636364,7.04,21.87878787878788,0.005263157894736791,3,32.303333333333335,Toys,0,50.459557774607696
U_00529,Free,West,294,3,1,3,0.0,0.0,5.156842105263159,4.0633333333333335,11.210526315789474,0.010989010989011,0,0.0,None,0,0.0
U_00530,Free,West,-163,24,0,1,0.0,64.61,1.83,0.0,4.0,1.0276789547548596e-16,2,32.305,Home,1,786.0883333333334
U_00531,Free,West,711,25,0,1,0.0,28.18,1.72875,0.0,4.25,-2.751513687042919e-17,1,28.18,Electronics,1,14.466526019690578
U_00532,Free,West,-22,48,0,0,0.0,0.0,3.1385714285714283,0.0,5.857142857142857,4.8870404991229254e-17,0,0.0,None,1,0.0
U_00533,Pro,South,310,31,0,0,41.94,285.34,7.383478260869565,0.0,16.0,-0.04395604395604392,4,71.335,Toys,1,335.9648387096774
U_00534,Pro,East,-93,12,0,3,277.54999999999995,412.19000000000005,10.462916666666667,12.34,22.833333333333332,0.03431372549019608,7,58.884285714285724,Electronics,0,5014.9783333333335
U_00535,Free,East,103,60,0,0,0.0,0.0,3.168333333333333,0.0,5.166666666666667,0.0999999999999999,0,0.0,None,1,0.0
U_00536,Free,West,606,8,0,3,0.0,0.0,7.7445,9.08,17.15,-0.03956043956043958,0,0.0,None,0,0.0
U_00537,Free,South,-104,14,0,1,0.0,39.6,9.187000000000001,0.0,19.9,4.544370698979893e-17,2,19.8,Fashion,1,481.8
U_00538,Pro,North,334,5,2,6,21.13,132.39999999999998,9.6504,7.8725000000000005,21.8,0.03405572755417956,5,26.479999999999997,Books,0,144.68862275449098
U_00539,Free,East,826,11,0,4,0.0,13.28,7.226521739130435,6.99,16.130434782608695,-0.00735294117647056,1,13.28,Electronics,0,5.868280871670702
U_00540,Free,West,849,4,1,3,0.0,0.0,4.841764705882352,1.2,11.176470588235293,-0.016483516483516442,0,0.0,None,1,0.0
U_00541,Free,South,328,10,0,6,85.08,168.51999999999998,8.916206896551724,7.55,19.03448275862069,0.01617647058823533,2,84.25999999999999,Electronics,0,187.52987804878046
U_00542,Free,South,372,93,0,0,0.0,0.0,2.945,0.0,8.0,-7.850462293418875e-17,0,0.0,None,1,0.0
U_00543,Free,East,531,38,0,0,0.0,31.63,3.825714285714285,0.0,7.142857142857143,0.08571428571428573,1,31.63,Fashion,1,21.74190207156309
U_00544,Free,South,703,61,0,0,0.0,0.0,4.279999999999999,0.0,9.75,-2.0083673326242142e-16,0,0.0,None,1,0.0
U_00545,Free,East,486,6,1,9,25.96,25.96,8.686399999999999,9.28,19.0,0.05441176470588234,1,25.96,Sports,0,19.49670781893004
U_00546,Free,North,516,75,0,0,0.0,0.0,6.118888888888888,0.0,14.11111111111111,-0.14285714285714288,0,0.0,None,1,0.0
U_00547,Pro,East,-43,39,0,0,0.0,550.1999999999999,8.294444444444444,0.0,19.166666666666668,0.005494505494505532,7,78.6,Sports,1,6694.0999999999985
U_00548,Pro,East,851,3,1,1,0.0,56.77,5.911538461538461,1.92,14.538461538461538,-0.06666666666666667,1,56.77,Grocery,1,24.34905992949471
U_00549,Free,East,52,0,2,2,50.34,50.34,5.91,8.64,12.625,0.027272727272727334,1,50.34,Grocery,0,353.348076923077
U_00550,Free,North,-42,20,0,1,0.0,22.77,2.35,0.0,3.5,-7.850462293418875e-17,1,22.77,Books,1,277.035
U_00551,Free,East,725,6,1,5,27.74,80.08,9.874857142857143,12.45,21.771428571428572,-0.0588235294117647,4,20.02,Beauty,0,40.31613793103448
U_00552,Enterprise,North,-135,81,0,0,0.0,373.08,5.156,0.0,10.6,-0.16666666666666644,2,186.54,Fashion,1,4539.14
U_00553,Pro,West,92,2,1,3,0.0,0.0,2.1355555555555554,4.055,4.444444444444445,-0.10714285714285726,0,0.0,None,0,0.0
U_00554,Pro,East,-109,23,0,3,0.0,656.51,7.915555555555557,0.0,17.48148148148148,0.10329670329670329,6,109.41833333333334,Beauty,1,7040.131324358977
U_00555,Enterprise,North,544,55,0,0,0.0,207.81,2.21,0.0,4.5,-2.0083673326242142e-16,3,69.27,Electronics,1,139.43134191176472
U_00556,Enterprise,North,456,8,0,1,0.0,164.01,2.9466666666666668,2.83,6.166666666666667,0.19999999999999996,1,164.01,Toys,0,131.2799342105263
U_00557,Pro,South,434,59,0,0,0.0,0.0,2.39,0.0,5.0,0.0,0,0.0,None,1,0.0
U_00558,Free,North,-212,0,2,11,24.36,47.95,11.14138888888889,11.268,23.166666666666668,0.03759398496240598,2,23.975,Fashion,0,583.3916666666667
U_00559,Free,South,224,79,0,0,0.0,0.0,3.183333333333333,0.0,6.777777777777778,0.19999999999999982,0,0.0,None,0,0.0
U_00560,Pro,North,468,77,0,0,0.0,0.0,0.5933333333333334,0.0,1.3333333333333333,1.0276789547548596e-16,0,0.0,None,1,0.0
U_00561,Pro,North,396,1,3,9,0.0,221.67000000000002,8.227352941176472,7.9316666666666675,18.323529411764707,0.031862745098039255,3,73.89,Fashion,0,204.31704545454548
U_00562,Pro,East,559,13,0,4,64.41,296.91,8.2745,10.52,17.65,-0.007142857142857088,5,59.382000000000005,Home,0,193.86788908765655
U_00563,Pro,East,801,43,0,0,0.0,43.11,7.623846153846155,0.0,17.384615384615383,0.06666666666666672,1,43.11,Grocery,1,19.644382022471913
U_00564,Enterprise,North,744,55,0,0,0.0,120.8,2.63,0.0,6.5,-7.850462293418875e-17,2,60.4,Fashion,1,59.26344086021505
U_00565,Free,West,-37,0,1,4,0.0,29.32,3.22,2.356666666666667,7.888888888888889,0.059523809523809486,1,29.32,Electronics,1,356.7266666666667
U_00566,Free,North,548,128,0,0,0.0,0.0,3.635,0.0,7.5,-7.850462293418875e-17,0,0.0,None,1,0.0
U_00567,Pro,West,-145,28,0,1,97.63,171.61,4.157333333333333,0.0,9.133333333333333,-0.1999999999999999,2,85.805,Beauty,0,2087.9216666666666
U_00568,Free,North,587,6,1,3,0.0,0.0,7.356521739130437,3.93,16.608695652173914,-0.11428571428571432,0,0.0,None,0,0.0
U_00569,Free,South,569,1,1,4,0.0,0.0,6.956666666666666,8.82,15.666666666666666,-0.026960784313725433,0,0.0,None,0,0.0
U_00570,Free,North,308,43,0,0,0.0,0.0,0.388,0.0,1.0,-0.1000000000000001,0,0.0,None,0,0.0
U_00571,Enterprise,South,650,34,0,0,71.03,71.03,1.6424999999999998,0.0,4.75,-8.498442808297854e-17,1,71.03,Grocery,1,39.88607692307692
U_00572,Pro,West,455,7,0,2,0.0,270.52,8.411875,3.28,20.1875,-0.06293706293706296,5,54.104,Electronics,0,217.01054945054943
U_00573,Pro,North,-167,82,0,0,0.0,145.07999999999998,5.848888888888889,0.0,11.11111111111111,-0.0714285714285715,3,48.35999999999999,Electronics,1,1765.1399999999999
U_00574,Pro,North,-90,56,0,0,0.0,142.39,5.086363636363637,0.0,12.454545454545455,-0.07142857142857144,3,47.46333333333333,Beauty,0,1732.4116666666666
U_00575,Enterprise,North,-13,7,0,1,0.0,84.54,3.0216666666666665,0.09,5.833333333333333,-4.8374234447508063e-17,3,28.180000000000003,Toys,1,1028.57
U_00576,Free,West,180,0,1,2,55.0,91.12,10.041666666666664,10.09,21.61111111111111,0.00549450549450555,2,45.56,Beauty,0,184.7711111111111
U_00577,Free,East,-121,72,0,0,0.0,0.0,9.190625,0.0,20.1875,0.0500000000000002,0,0.0,None,1,0.0
U_00578,Pro,North,-150,5,1,4,0.0,163.43,5.922272727272728,1.64,13.090909090909092,-0.020588235294117584,2,81.715,Books,0,1988.3983333333333
U_00579,Pro,West,267,2,2,7,0.0,275.83,6.971499999999999,7.612500000000001,15.55,0.03296703296703298,2,137.915,Books,0,377.07097378277155
U_00580,Pro,North,85,91,0,0,0.0,89.85,2.885,0.0,5.5,0.0,2,44.925,Beauty,1,385.8264705882352
U_00581,Free,North,800,41,0,0,0.0,148.01999999999998,6.258571428571429,0.0,12.857142857142858,0.012121212121212145,3,49.339999999999996,Electronics,1,67.53412499999999
U_00582,Free,East,72,14,0,1,0.0,41.91,8.068823529411764,0.0,15.705882352941176,-0.024175824175824232,2,20.955,Fashion,0,212.46041666666665
U_00583,Pro,West,372,107,0,0,0.0,9.32,3.486666666666667,0.0,7.333333333333333,0.9999999999999998,1,9.32,Home,1,9.144623655913978
U_00584,Free,East,50,115,0,0,0.0,38.64,9.17,0.0,23.0,0.0,1,38.64,Home,1,282.072
U_00585,Pro,South,165,38,0,0,60.12,268.07,4.616250000000001,0.0,10.125,-0.057142857142857134,4,67.0175,Beauty,0,593.0033333333333
U_00586,Free,East,547,91,0,0,0.0,58.38,5.415,0.0,11.7,0.09523809523809525,1,58.38,Sports,1,38.95557586837295
U_00587,Pro,West,800,61,0,0,0.0,14.14,4.883,0.0,11.5,-0.09523809523809514,1,14.14,Home,1,6.451375
U_00588,Pro,West,-135,0,2,4,228.01999999999998,308.54999999999995,5.76375,4.455,12.0625,0.07692307692307694,5,61.709999999999994,Grocery,0,3754.024999999999
U_00589,Free,East,717,8,0,3,17.81,44.65,9.139545454545456,10.41,20.318181818181817,-0.014705882352941142,3,14.883333333333333,Books,0,22.729776847977686
U_00590,Free,East,349,58,0,0,0.0,0.0,9.21263157894737,0.0,20.105263157894736,0.08241758241758246,0,0.0,None,1,0.0
U_00591,Pro,South,486,0,1,4,43.42,114.01,7.712608695652172,7.005000000000001,16.652173913043477,-0.019607843137254884,2,57.005,Books,0,85.62479423868314
U_00592,Pro,West,535,3,1,5,0.0,207.31,9.0268,8.51,19.8,0.010294117647058836,3,69.10333333333334,Sports,0,141.43579439252338
U_00593,Free,West,65,0,2,6,0.0,0.0,5.441666666666666,7.79,12.0,-0.009090909090909025,0,0.0,None,0,0.0
U_00594,Free,South,-188,95,0,0,0.0,20.74,10.42375,0.0,22.375,-0.11428571428571437,1,20.74,Sports,1,252.33666666666664
U_00595,Pro,North,575,28,0,1,0.0,35.44,2.5585714285714287,0.0,5.714285714285714,0.08571428571428573,1,35.44,Sports,1,22.496695652173912
U_00596,Enterprise,East,153,12,0,2,0.0,306.06,6.606000000000001,9.86,13.933333333333334,0.06666666666666689,2,153.03,Grocery,0,730.143137254902
U_00597,Pro,North,532,45,0,0,0.0,0.0,4.0125,0.0,8.25,-2.0083673326242142e-16,0,0.0,None,1,0.0
U_00598,Free,South,258,41,0,0,0.0,20.4,1.7480000000000004,0.0,3.6,-1.0507920739455759e-16,1,20.4,Home,1,28.86046511627907
U_00599,Free,East,432,19,0,2,0.0,50.69,5.22,0.0,11.846153846153847,0.009090909090909113,2,25.345,Sports,0,42.82835648148148
U_00600,Free,West,674,18,0,2,0.0,50.29,8.410555555555554,0.0,18.333333333333332,6.250261171479797e-17,1,50.29,Fashion,1,27.234198813056377
U_00601,Free,South,680,3,1,2,0.0,27.4,8.470799999999999,10.295,17.52,-0.05494505494505502,1,27.4,Beauty,0,14.70735294117647
U_00602,Free,West,631,94,0,0,0.0,0.0,2.492,0.0,4.4,-1.0507920739455759e-16,0,0.0,None,1,0.0
U_00603,Free,East,-113,86,0,0,0.0,0.0,8.957142857142857,0.0,19.761904761904763,1.3078946548423497e-17,0,0.0,None,1,0.0
U_00604,Free,West,323,17,0,1,0.0,0.0,2.7566666666666664,0.0,7.0,1.0276789547548596e-16,0,0.0,None,1,0.0
U_00605,Free,East,618,6,1,7,0.0,26.91,7.374347826086957,9.89,17.434782608695652,0.013235294117647099,1,26.91,Home,0,15.893446601941749
