account_id,in_degree,out_degree,degree_ratio,pagerank,betweenness,clustering_coeff,total_sent,total_received,n_txn_sent,n_txn_received,unique_receivers,unique_senders,avg_sent_amount,std_sent_amount,round_amount_ratio,max_hourly_velocity,device_diversity,is_smurf_related,role,iso_forest_score,reconstruction_score,risk_score,risk_percentile,alert_status
ACC_00790,3,11,3.0,0.0004343167248057,1.7021276595744682e-06,0.0109890109890109,10487.8,5377.73,21,14,11,3,499.4190476190476,376.7467209930932,0.0476190476190476,1,21,False,normal,0.2833847329063135,0.030920900665830267,0.18239920001012022,84.6938775510204,NORMAL
MULE_02_026,1,1,1.0,7.357267673418802e-05,0.0,0.0,9079.59,9363.9,1,1,1,1,9079.59,0.0,0.0,0,1,True,mule,0.30319291179874663,0.0011953527034912431,0.18239388816064447,84.6513605442177,NORMAL
ACC_01695,2,10,3.6666666666666665,0.0002522329093027,0.000607659574468,0.0,15553.2,3747.64,33,7,10,2,471.3090909090909,410.8062986095426,0.0,1,32,False,normal,0.2885895640772468,0.02301136133400403,0.1823582829799497,84.60884353741497,NORMAL
ACC_00678,10,6,0.6363636363636364,0.001002450460205,0.0001310638297872,0.0083333333333333,11856.09,27072.37,17,52,6,10,697.4170588235294,437.80035767979774,0.0,1,17,False,normal,0.27711588060905606,0.03966322414165269,0.1821348180220947,84.56632653061224,NORMAL
MULE_04_019,1,1,1.0,7.354611244658761e-05,0.0,0.0,9112.54,9405.46,1,1,1,1,9112.54,0.0,0.0,0,1,True,mule,0.30266699886614445,0.0012594957192383304,0.182103997607382,84.52380952380952,NORMAL
ACC_01709,9,2,0.3,0.0005852565860359,0.0,0.0,7956.39,19718.55,18,48,2,9,442.0216666666667,392.8983148983972,0.0,1,18,False,normal,0.2757279743458355,0.04122757458941248,0.1819278144432663,84.4812925170068,NORMAL
ACC_01682,8,6,0.7777777777777778,0.0012117065577973,0.0,0.0109890109890109,14198.15,28299.91,26,55,6,8,546.0826923076922,445.94263546386935,0.0,1,26,False,normal,0.2647800144616378,0.05757469102984264,0.18189788508891974,84.43877551020408,NORMAL
ACC_00797,5,11,2.0,0.0005757476614337,0.0053991489361702,0.0,9057.82,14603.69,20,25,11,5,452.891,335.10993327249304,0.0,2,20,False,normal,0.28661181361891014,0.024749530839246168,0.18186690050704454,84.39625850340136,NORMAL
MULE_01_033,1,1,1.0,7.290521964633735e-05,0.0,0.0,9407.63,9706.3,1,1,1,1,9407.63,0.0,0.0,0,1,True,mule,0.3016541513214626,0.001932807747735133,0.18176561389197163,84.35374149659864,NORMAL
ACC_01479,11,10,0.9166666666666666,0.0008537412769147,0.0020578723404255,0.0142857142857142,13149.21,28877.5,26,52,10,11,505.7388461538461,330.74422334277494,0.0,2,25,False,normal,0.28834466633429495,0.021551079381403892,0.1816272315531385,84.31122448979592,NORMAL
MULE_03_015,1,1,1.0,7.267959409142674e-05,0.0,0.0,9363.84,9613.88,1,1,1,1,9363.84,0.0,0.0,0,1,True,mule,0.30129435420426415,0.0018235641568451534,0.18150603818529654,84.2687074829932,NORMAL
ACC_00733,14,4,0.3333333333333333,0.000499822604247,0.0031370212765957,0.0065359477124183,9526.07,11154.11,23,26,4,14,414.1769565217391,234.10977049306635,0.0434782608695652,1,23,False,normal,0.2741524734269101,0.042398851331086625,0.18145102458858073,84.22619047619048,NORMAL
ACC_01701,4,7,1.6,0.0001602427978857,0.0023685106382978,0.0181818181818181,10489.13,2097.45,20,4,7,4,524.4565,365.2847563675136,0.0,2,19,False,normal,0.29237547598226465,0.014692967063666422,0.18130247241482536,84.18367346938776,NORMAL
MULE_03_047,1,1,1.0,7.255464498289017e-05,0.0,0.0,8478.72,8566.68,1,1,1,1,8478.72,0.0,0.0,0,1,True,mule,0.3017637653398291,0.00040010272441483926,0.18121830029366343,84.14115646258503,NORMAL
ACC_00643,2,6,2.333333333333333,0.0001278631204918,0.0014655319148936,0.0,8422.67,1887.9,24,2,6,2,350.94458333333336,241.64200248515613,0.0416666666666666,1,22,False,normal,0.28986375023630356,0.018068494609669625,0.18114564798565,84.0986394557823,NORMAL
ACC_00400,5,8,1.5,0.0001963208669818,0.0014902127659574,0.0256410256410256,15495.27,6276.99,34,14,8,5,455.74323529411765,335.93469027720244,0.0,2,34,False,normal,0.2892964550407867,0.018504974644682946,0.18097986288234522,84.0561224489796,NORMAL
MULE_05_008,1,1,1.0,7.318107404362147e-05,0.0,0.0,9333.33,9650.97,1,1,1,1,9333.33,0.0,0.0,0,1,True,mule,0.2999425197730383,0.0017462409783811199,0.18066400825517542,84.01360544217688,NORMAL
ACC_01699,13,10,0.7857142857142857,0.0005703282372505,0.0026910638297872,0.0118577075098814,19845.98,19650.76,33,38,10,13,601.3933333333333,368.49252775384286,0.0,1,32,False,normal,0.28986757274923197,0.016650351429784042,0.1805806842214528,83.97108843537416,NORMAL
ACC_01382,9,6,0.7,0.000794678966388,0.0022893617021276,0.0,7229.46,22131.53,19,42,6,9,380.4978947368421,265.5452893487694,0.0,2,19,False,normal,0.2870442712054436,0.020768063644539887,0.18053378818108212,83.92857142857143,NORMAL
ACC_00376,12,12,1.0,0.0007174435164866,0.0071531914893617,0.0144927536231884,13307.48,25867.45,28,51,12,12,475.26714285714286,337.3451655353207,0.0,1,28,False,normal,0.2890485930370119,0.017060273836047943,0.1802532653566263,83.8860544217687,NORMAL
ACC_01438,13,5,0.4285714285714285,0.0003989722869486,0.0048434042553191,0.0130718954248366,8887.62,11709.05,23,24,5,13,386.4182608695653,195.28254783197357,0.0434782608695652,1,22,False,normal,0.277625486007664,0.03371343198166537,0.18006066439726456,83.84353741496598,NORMAL
ACC_00734,9,9,1.0,0.0006805268750342,0.0062289361702127,0.0,6833.54,20465.07,16,38,9,9,427.09625,334.95438853422013,0.0625,1,16,False,normal,0.2861748688278917,0.02081267133473099,0.18002998983062743,83.80102040816327,NORMAL
ACC_00822,10,6,0.6363636363636364,0.0006562583340256,0.0027940425531914,0.0416666666666666,14521.76,15743.38,30,30,6,10,484.0586666666667,285.65629675192355,0.0666666666666666,1,30,False,normal,0.29073696177970654,0.013925552170490024,0.18001239793601992,83.75850340136054,NORMAL
MULE_04_018,1,1,1.0,7.34108392822903e-05,0.0,0.0,8479.08,8773.61,1,1,1,1,8479.08,0.0,0.0,0,1,True,mule,0.2993632046087435,0.00038827761497419507,0.17977323381123578,83.71598639455783,NORMAL
ACC_00725,2,8,3.0,0.0001927801760414,0.0051429787234042,0.0,15549.18,2740.21,24,7,8,2,647.8825,407.4557915657045,0.0,1,24,False,normal,0.2827982630966076,0.02466059940650693,0.17954319762056734,83.6734693877551,NORMAL
ACC_01106,3,8,2.25,0.0004034633880758,0.0010153191489361,0.0181818181818181,11204.8,11786.24,19,19,8,3,589.7263157894737,535.2545505874392,0.0526315789473684,1,19,False,normal,0.27350730850787613,0.03840168881987727,0.17946506063267656,83.63095238095238,NORMAL
MULE_02_001,1,1,1.0,7.354867314626812e-05,0.0,0.0,9130.9,9253.73,1,1,1,1,9130.9,0.0,0.0,0,1,True,mule,0.2981789667026119,0.0013090295256660168,0.17943099183183356,83.58843537414967,NORMAL
MULE_06_037,1,1,1.0,7.30185901225465e-05,0.0,0.0,9329.12,9800.89,1,1,1,1,9329.12,0.0,0.0,0,1,True,mule,0.2976235374736811,0.0017250726914090084,0.17926415156077224,83.54591836734694,NORMAL
ACC_01876,5,13,2.333333333333333,0.0005261510922573,0.0026289361702127,0.0130718954248366,10387.42,12762.23,27,24,13,5,384.7192592592593,249.64202164030996,0.037037037037037,1,27,False,normal,0.2728216445208385,0.03868690604724242,0.17916774913140007,83.50340136054422,NORMAL
ACC_01593,4,7,1.6,0.0001495178300848,0.0022760414445913,0.0181818181818181,14174.57,2891.4,30,7,7,4,472.48566666666665,298.7228247941367,0.0,2,28,False,normal,0.2879804191332006,0.01591310134342044,0.17915349201728853,83.46088435374149,NORMAL
ACC_01805,4,3,0.8,0.0002504768585864,1.2765957446808513e-05,0.0476190476190476,9728.64,7483.37,22,14,3,4,442.210909090909,278.00630271904834,0.0,1,22,False,normal,0.29109904408350096,0.009010614314152504,0.17826367217576158,83.41836734693877,NORMAL
MULE_02_029,1,1,1.0,7.34168266254925e-05,0.0,0.0,8518.75,8648.59,1,1,1,1,8518.75,0.0,0.0,0,1,True,mule,0.2967280186299085,0.000432313616881143,0.17820973662469755,83.37585034013605,NORMAL
MULE_01_046,1,1,1.0,7.291903842980987e-05,0.0,0.0,9341.29,9804.01,1,1,1,1,9341.29,0.0,0.0,0,1,True,mule,0.29547711636078705,0.001754883210952297,0.17798822310085313,83.33333333333334,NORMAL
ACC_01541,8,6,0.7777777777777778,0.0006424719047402,0.0010970212765957,0.0329670329670329,9301.03,10632.8,20,20,6,8,465.0515,300.575923297347,0.05,2,20,False,normal,0.29130729776674785,0.007891899707574715,0.17794113854307858,83.29081632653062,NORMAL
MULE_03_018,1,1,1.0,7.257019203105892e-05,0.0,0.0,8427.25,8696.98,1,1,1,1,8427.25,0.0,0.0,0,1,True,mule,0.29549097146833586,0.00035016836234492065,0.17743465022593946,83.24829931972789,NORMAL
MULE_07_014,1,1,1.0,7.314101489937295e-05,0.0,0.0,9371.32,9671.79,1,1,1,1,9371.32,0.0,0.0,0,1,True,mule,0.2943763965621559,0.0018413126648520763,0.17736236300323438,83.20578231292517,NORMAL
MULE_02_009,1,1,1.0,7.356988136309778e-05,0.0,0.0,9034.09,9351.07,1,1,1,1,9034.09,0.0,0.0,0,1,True,mule,0.2938549186142759,0.0011069470226934656,0.1767557299776429,83.16326530612244,NORMAL
ACC_00538,12,10,0.8461538461538461,0.0005944765987455,0.0042553191489361,0.0,15093.13,15856.54,32,29,10,12,471.6603125,276.82043024878965,0.0,2,32,False,normal,0.2835044423309751,0.015158326972943677,0.17616599618776255,83.12074829931973,NORMAL
ACC_01209,8,11,1.3333333333333333,0.001067417819726,0.0007897872340425,0.0058479532163742,18676.6,19728.37,32,39,11,8,583.64375,403.0979857965378,0.03125,1,32,False,normal,0.26805537465780677,0.037693287860980175,0.17591053993907613,83.078231292517,NORMAL
ACC_01781,6,2,0.4285714285714285,0.0006438611749944,0.0,0.0357142857142857,10837.65,15803.77,24,28,2,6,451.56875,290.7846304070734,0.0,1,24,False,normal,0.2801974310844473,0.019299581083626005,0.17583829108411875,83.03571428571429,NORMAL
ACC_00641,10,4,0.4545454545454545,0.0009327019780619,8.510638297872341e-07,0.0,10182.16,29613.82,23,50,4,10,442.70260869565215,302.3330627457887,0.0434782608695652,1,23,False,normal,0.27831500445424256,0.021891001476320126,0.17574540326307359,82.99319727891157,NORMAL
ACC_01069,10,10,1.0,0.0006624900347701,0.0074331914893617,0.0105263157894736,17956.3,13403.25,31,28,10,10,579.2354838709678,418.84418400194846,0.0,2,30,False,normal,0.28655026047832827,0.00935848285364701,0.17567354942845576,82.95068027210884,NORMAL
ACC_00818,6,9,1.4285714285714286,0.0001567281886354,0.0024331914893617,0.019047619047619,10421.43,3615.38,18,10,9,6,578.9683333333334,362.8791821343167,0.0,2,17,False,normal,0.280940547817745,0.01776635824093611,0.17567087198702144,82.90816326530613,NORMAL
MULE_07_023,1,1,1.0,7.314740788721372e-05,0.0,0.0,9286.23,9710.23,1,1,1,1,9286.23,0.0,0.0,0,1,True,mule,0.2914929193352521,0.0016262756995816805,0.17554626188098393,82.8656462585034,NORMAL
MULE_00_014,1,1,1.0,7.285858924133543e-05,0.0,0.0,9393.58,9663.83,1,1,1,1,9393.58,0.0,0.0,0,1,True,mule,0.2911454300856917,0.0018983407137717547,0.17544659433692372,82.82312925170068,NORMAL
ACC_00436,12,9,0.7692307692307693,0.0007368294428475,0.0051531914893617,0.0142857142857142,17549.95,15173.71,29,33,9,12,605.1706896551724,422.0252776868351,0.0689655172413793,1,29,False,normal,0.28719201642660586,0.007472587186680747,0.17530424473063583,82.78061224489795,NORMAL
MULE_03_008,1,1,1.0,7.268295764697453e-05,0.0,0.0,9239.57,9642.07,1,1,1,1,9239.57,0.0,0.0,0,1,True,mule,0.2902703403105839,0.0015179294440800315,0.17476937596398234,82.73809523809523,NORMAL
MULE_02_013,1,1,1.0,7.347672556704592e-05,0.0,0.0,8546.1,8923.51,1,1,1,1,8546.1,0.0,0.0,0,1,True,mule,0.29063092435991345,0.0004369117025792804,0.1745533192969798,82.69557823129252,NORMAL
MULE_02_011,1,1,1.0,7.351583679576064e-05,0.0,0.0,8683.48,9103.02,1,1,1,1,8683.48,0.0,0.0,0,1,True,mule,0.2904237495005948,0.0005736680274136848,0.17448371691132236,82.6530612244898,NORMAL
MULE_02_028,1,1,1.0,7.352582866779484e-05,0.0,0.0,8707.18,9148.88,1,1,1,1,8707.18,0.0,0.0,0,1,True,mule,0.2903167175891299,0.0006000388950802683,0.17443004611151006,82.61054421768708,NORMAL
ACC_00763,9,9,1.0,0.0003874063058892,0.0042944680851063,0.0,10923.86,17437.23,23,33,9,9,474.9504347826088,287.37982836274773,0.0869565217391304,2,23,False,normal,0.2858586301643358,0.007269701983278508,0.17442305889191287,82.56802721088435,NORMAL
ACC_01398,9,7,0.8,0.0006013276943065,0.0016093617021276,0.0,15329.69,23517.8,33,43,7,9,464.53606060606063,449.459473937441,0.0,2,33,False,normal,0.2790246068998101,0.0174610143176562,0.17439916986694856,82.52551020408163,NORMAL
ACC_00229,5,11,2.0,0.0004400386301185,0.0047472340425531,0.0083333333333333,11818.26,14262.02,28,25,11,5,422.0807142857143,272.290617075982,0.0357142857142857,2,27,False,normal,0.27985561430604644,0.016133710719680883,0.1743668528715002,82.48299319727892,NORMAL
ACC_01155,2,7,2.6666666666666665,0.0001068068554907,0.0011691468042467,0.0,12982.07,727.84,30,2,7,2,432.73566666666665,255.88959532934527,0.0,1,29,False,normal,0.2746485809858969,0.02368228771756603,0.17426206367856453,82.44047619047619,NORMAL
ACC_01964,10,5,0.5454545454545454,0.00057973268081,7.063829787234042e-05,0.0,10344.3,14779.01,18,27,5,10,574.6833333333333,408.005964042338,0.0555555555555555,2,17,False,normal,0.27604778481712533,0.020561168434207727,0.1738531382639583,82.39795918367348,NORMAL
ACC_01970,7,8,1.125,0.0009268331968327,0.0009627766170639,0.0,10540.06,20438.15,18,46,8,7,585.5588888888889,397.14176674433327,0.0,2,18,False,normal,0.25960795622985827,0.04512547802938838,0.1738149649496703,82.35544217687075,NORMAL
ACC_00519,4,13,2.8,0.0001710017424344,0.0006885106382978,0.0,14018.02,3571.26,29,8,13,4,483.38,404.56716173849657,0.0,1,29,False,normal,0.2690528377575993,0.03079146216574923,0.17374828752085927,82.31292517006803,NORMAL
ACC_01026,5,8,1.5,0.0002059936329067,0.0063889361702127,0.0,11380.67,5513.35,20,10,8,5,569.0335,605.3015454802585,0.05,1,19,False,normal,0.24640876414087393,0.06465815844689425,0.17370852186328206,82.2704081632653,NORMAL
MULE_02_023,1,1,1.0,7.356911879109342e-05,0.0,0.0,8984.7,9347.57,1,1,1,1,8984.7,0.0,0.0,0,1,True,mule,0.28868996799937546,0.0010149228660306451,0.17361994994603752,82.22789115646259,NORMAL
MULE_06_041,1,1,1.0,7.301513298279115e-05,0.0,0.0,9300.64,9778.09,1,1,1,1,9300.64,0.0,0.0,0,1,True,mule,0.28824757638942994,0.001656214605929844,0.1736110316760299,82.18537414965986,NORMAL
ACC_01874,3,6,1.75,0.0002617066385309,5.361702127659575e-05,0.0,14056.86,3895.76,22,6,6,3,638.9481818181819,370.5606269480824,0.0,2,22,False,normal,0.28163720393968006,0.011562436237934215,0.1736072968589817,82.14285714285714,NORMAL
ACC_01052,10,11,1.0909090909090908,0.0009217685784216,0.0008817021276595,0.0095238095238095,10959.34,16190.59,21,31,11,10,521.8733333333333,298.8244198745031,0.0476190476190476,2,21,False,normal,0.2680872065611707,0.031645909005892855,0.17351068753905954,82.10034013605441,NORMAL
ACC_00375,7,5,0.75,0.0002019057218934,0.0035540425531914,0.0151515151515151,12031.11,3815.31,29,9,5,7,414.8658620689656,330.2416628180603,0.0,2,28,False,normal,0.2696277839039175,0.029309950677338607,0.17350065061328593,82.0578231292517,NORMAL
ACC_01625,3,9,2.5,0.0001526368804991,0.0031055319148936,0.0,11036.24,1897.09,20,5,9,3,551.812,440.8534808706737,0.05,1,20,False,normal,0.2732765746359421,0.023777004598304428,0.17347674662088702,82.01530612244898,NORMAL
MULE_03_024,1,1,1.0,7.258983285683834e-05,0.0,0.0,8418.78,8861.59,1,1,1,1,8418.78,0.0,0.0,0,1,True,mule,0.28886262127528956,0.0003321091558898706,0.17345041642752967,81.97278911564626,NORMAL
ACC_01993,10,5,0.5454545454545454,0.0013556689853234,0.002063829787234,0.019047619047619,12022.28,21877.18,22,47,5,10,546.4672727272728,452.92455655999146,0.0,1,22,False,normal,0.24477240241198706,0.06599709212308974,0.17326227829642815,81.93027210884354,NORMAL
ACC_00843,11,8,0.75,0.0008944170542031,0.0054381102630793,0.0116959064327485,13235.94,20260.96,29,41,8,11,456.4117241379311,364.55781207285867,0.0344827586206896,2,29,False,normal,0.27789066853372413,0.01602379631542693,0.17314391964640524,81.88775510204081,NORMAL
ACC_00593,11,7,0.6666666666666666,0.0007031078278266,0.0028763910800324,0.0,5230.54,18672.12,10,41,7,11,523.054,371.0797005496258,0.0,1,9,False,normal,0.2582548169777788,0.04524040998099011,0.17304905417906333,81.84523809523809,NORMAL
ACC_01093,13,8,0.6428571428571429,0.0004875384922653,0.0110434042553191,0.0,11731.17,12586.41,24,28,8,13,488.79875,448.6346584075472,0.0,1,24,False,normal,0.2672650266556596,0.031379526948254986,0.17291082677269776,81.80272108843538,NORMAL
ACC_01164,3,4,1.25,0.0003697983332256,8.86880143265254e-05,0.0476190476190476,10403.71,6134.68,18,12,4,3,577.9838888888888,382.3675047899351,0.0,1,18,False,normal,0.28071996590393267,0.010944309421774177,0.17280970331106926,81.76020408163265,NORMAL
ACC_00014,13,8,0.6428571428571429,0.0007273144539339,0.0062,0.019047619047619,11622.43,27828.32,23,55,8,13,505.3230434782609,285.25434829662873,0.0,1,23,False,normal,0.27315204611771193,0.022113605106933713,0.17273666971340065,81.71768707482994,NORMAL
MULE_07_036,1,1,1.0,7.294623998496806e-05,0.0,0.0,8395.36,8500.64,1,1,1,1,8395.36,0.0,0.0,0,1,True,mule,0.2875527742662107,0.00034552755185801435,0.17266987558046962,81.67517006802721,NORMAL
ACC_00665,13,7,0.5714285714285714,0.0005542307398706,0.0020340425531914,0.0,12030.01,14937.62,24,28,7,13,501.2504166666667,232.55929335527705,0.0416666666666666,2,24,False,normal,0.2710241083808671,0.024568878067718694,0.17244201625560773,81.63265306122449,NORMAL
MULE_04_006,1,1,1.0,7.34078612816329e-05,0.0,0.0,8620.97,8759.7,1,1,1,1,8620.97,0.0,0.0,0,1,True,mule,0.2865745176191349,0.0005260729429931387,0.1721551397486782,81.59013605442176,NORMAL
MULE_00_029,1,1,1.0,7.286297213702628e-05,0.0,0.0,9368.96,9695.77,1,1,1,1,9368.96,0.0,0.0,0,1,True,mule,0.28509381005151324,0.0018321365889032639,0.17178914066646925,81.54761904761905,NORMAL
MULE_05_011,1,1,1.0,7.298620385202412e-05,0.0,0.0,8388.55,8510.18,1,1,1,1,8388.55,0.0,0.0,0,1,True,mule,0.2860188646466895,0.0003404932806007339,0.171747516100254,81.50510204081633,NORMAL
ACC_01244,5,5,1.0,0.0003026535760181,0.0001914893617021,0.0444444444444444,9380.39,7785.95,22,16,5,5,426.3813636363636,155.14745233073796,0.0454545454545454,1,21,False,normal,0.2762344417355306,0.014602672263627898,0.1715817339467695,81.4625850340136,NORMAL
MULE_04_014,1,1,1.0,7.350991828475156e-05,0.0,0.0,8783.22,9236.4,1,1,1,1,8783.22,0.0,0.0,0,1,True,mule,0.2853982397919791,0.0006961228841660682,0.17151739302885388,81.42006802721087,NORMAL
ACC_00134,4,8,1.8,0.000137711820969,0.0032302903679699,0.0303030303030303,8843.72,2813.09,21,8,8,4,421.1295238095238,317.180971410269,0.0476190476190476,1,21,False,normal,0.2802299006122514,0.007668105099651178,0.1712051824072113,81.37755102040816,NORMAL
MULE_07_031,1,1,1.0,7.314401015720365e-05,0.0,0.0,9313.43,9689.8,1,1,1,1,9313.43,0.0,0.0,0,1,True,mule,0.2840201260200341,0.0016939520246377815,0.17108965642187557,81.33503401360545,NORMAL
ACC_01461,13,6,0.5,0.0007992628347064,0.0003446808510638,0.0116959064327485,9478.5,19578.31,26,37,6,13,364.5576923076923,219.39756553449163,0.0384615384615384,1,26,False,normal,0.2709736390404027,0.021237055690158657,0.1710790057003051,81.29251700680273,NORMAL
ACC_01710,9,12,1.3,0.0007103825242437,0.0043795744680851,0.0047619047619047,17030.829999999998,23060.73,34,50,12,9,500.9067647058823,396.7770335463253,0.0,1,33,False,normal,0.26666177700263116,0.027474883185443694,0.17098701947575617,81.25,NORMAL
ACC_00483,14,8,0.6,0.0010251593816091,0.0015742122542958,0.0043290043290043,10551.5,24999.16,20,52,8,14,527.575,259.1330514071467,0.0,1,20,False,normal,0.2650218609327717,0.029647888128330944,0.1708722718109954,81.20748299319727,NORMAL
MULE_02_000,1,1,1.0,7.345459790625674e-05,0.0,0.0,8656.55,8821.95,1,1,1,1,8656.55,0.0,0.0,0,1,True,mule,0.2843452593116499,0.0005619716710394374,0.1708319442554057,81.16496598639455,NORMAL
MULE_04_013,1,1,1.0,7.345361673098578e-05,0.0,0.0,8584.99,8973.42,1,1,1,1,8584.99,0.0,0.0,0,1,True,mule,0.2842638984788407,0.00047171073714899356,0.17074702338216402,81.12244897959184,NORMAL
MULE_03_026,1,1,1.0,7.258785218915145e-05,0.0,0.0,8431.15,8844.99,1,1,1,1,8431.15,0.0,0.0,0,1,True,mule,0.2843429624428166,0.00034208244576689427,0.1707426104439967,81.07993197278913,NORMAL
MULE_03_001,1,1,1.0,7.256718881384935e-05,0.0,0.0,8584.17,8671.81,1,1,1,1,8584.17,0.0,0.0,0,1,True,mule,0.28395214169289273,0.0004895650481349996,0.17056711103498964,81.0374149659864,NORMAL
ACC_01680,6,7,1.1428571428571428,0.0004555341195941,0.0081182978723404,0.0256410256410256,6435.530000000001,8047.62,18,22,7,6,357.5294444444445,272.02131119956766,0.0,1,18,False,normal,0.274155248923669,0.01498096132760979,0.17048553388524532,80.99489795918367,NORMAL
MULE_02_027,1,1,1.0,7.352616202069959e-05,0.0,0.0,9048.2,9150.41,1,1,1,1,9048.2,0.0,0.0,0,1,True,mule,0.2832776420767185,0.001148802467571588,0.17042610623305976,80.95238095238095,NORMAL
ACC_01161,14,10,0.7333333333333333,0.0008008794392562,0.0033206839210335,0.0181159420289855,8596.16,18494.08,22,39,10,14,390.7345454545455,287.473423545589,0.0,1,21,False,normal,0.2697601017009934,0.020490797943461325,0.17005238019798058,80.90986394557824,NORMAL
ACC_00980,12,5,0.4615384615384615,0.0004720343948127,0.0007514893617021,0.0294117647058823,17763.22,10550.08,28,21,5,12,634.4007142857143,454.7607009791264,0.0,1,28,False,normal,0.2625544773010678,0.03128829616332974,0.17004800484597254,80.86734693877551,NORMAL
ACC_01498,12,10,0.8461538461538461,0.000735334977457,0.0031455319148936,0.0043290043290043,8438.24,27701.21,23,49,10,12,366.88,180.17317013463364,0.0,1,23,False,normal,0.26356295017005466,0.029544798350508134,0.16995568944223605,80.82482993197279,NORMAL
ACC_01732,9,6,0.7,0.0011342009379026,0.0002017021276595,0.0,11756.25,30981.25,21,53,6,9,559.8214285714286,456.3324553139489,0.0,1,20,False,normal,0.2520644301318988,0.04674008239613997,0.16993469103759523,80.78231292517006,NORMAL
ACC_00903,5,10,1.8333333333333333,0.0001624647914242,0.0038255319148936,0.0,14053.93,3290.31,24,8,10,5,585.5804166666667,391.5621053019744,0.0,2,24,False,normal,0.2757884311789636,0.010753341879635808,0.16977439545923248,80.73979591836735,NORMAL
ACC_00380,6,7,1.1428571428571428,0.0003488408882512,0.0005730610156483,0.0384615384615384,13954.76,7851.8,29,12,7,6,481.1986206896552,431.8028342370768,0.0,2,29,False,normal,0.276294136456944,0.009880504670819546,0.16972868374249422,80.69727891156462,NORMAL
MULE_07_011,1,1,1.0,7.3126935025528e-05,0.0,0.0,9357.81,9587.13,1,1,1,1,9357.81,0.0,0.0,0,1,True,mule,0.2815465097244955,0.0018123525743289125,0.16965284686442886,80.65476190476191,NORMAL
ACC_00260,8,13,1.5555555555555556,0.0003423868000554,0.00476,0.019047619047619,15259.1,8039.88,24,23,13,8,635.7958333333333,448.3903023319776,0.0416666666666666,1,23,False,normal,0.26882002869794624,0.02078044659292504,0.16960419585593775,80.61224489795919,NORMAL
ACC_01022,7,12,1.625,0.0006657028290425,0.0014663829787234,0.0058479532163742,17927.05,13780.63,27,20,12,7,663.9648148148148,313.42877098277376,0.074074074074074,1,27,False,normal,0.26624780348677884,0.024478153548265935,0.16953994351137366,80.56972789115646,NORMAL
ACC_01111,3,8,2.25,0.0002635322157233,1.4497079264912803e-05,0.0181818181818181,6784.53,4027.4,20,10,8,3,339.2265,199.01291207184468,0.0,1,20,False,normal,0.269877633014127,0.01875646553692673,0.16942916602324687,80.52721088435374,NORMAL
ACC_00378,14,3,0.2666666666666666,0.0005304070920881,0.0018263829787234,0.0,11375.04,16563.54,22,32,3,14,517.0472727272727,309.6290931664286,0.0,1,22,False,normal,0.25516232516764464,0.040405920854099456,0.16925976344222657,80.48469387755102,NORMAL
ACC_01617,13,5,0.4285714285714285,0.0007321633158453,0.0011863829787234,0.0065359477124183,16597.03,19861.9,30,32,5,13,553.2343333333333,502.2221953902911,0.0,1,30,False,normal,0.2636952533235187,0.027432144490056095,0.16919000979013366,80.4421768707483,NORMAL
ACC_01065,2,9,3.333333333333333,0.0001144327336207,0.0002714893617021,0.0,10772.98,786.8199999999999,24,2,9,2,448.87416666666667,307.45599453123106,0.0,1,24,False,normal,0.26919197365944425,0.01867634953971484,0.16898572401155249,80.39965986394559,NORMAL
ACC_01467,5,4,0.8333333333333334,0.000220091050755,0.0002697872340425,0.0555555555555555,10792.61,4446.56,20,12,4,5,539.6305,290.45737376321,0.05,1,20,False,normal,0.2781054636749331,0.004523875238360541,0.16867282830030408,80.35714285714286,NORMAL
MULE_01_005,1,1,1.0,7.290942425623029e-05,0.0,0.0,9281.88,9736.03,1,1,1,1,9281.88,0.0,0.0,0,1,True,mule,0.27998531214411987,0.0016129195474541079,0.16863635510545355,80.31462585034014,NORMAL
MULE_00_032,1,1,1.0,7.270442081679805e-05,0.0,0.0,8428.35,8540.34,1,1,1,1,8428.35,0.0,0.0,0,1,True,mule,0.28080634575145474,0.00036395475009075507,0.16862938935090915,80.27210884353741,NORMAL
ACC_01012,8,12,1.4444444444444444,0.0006894466721386,0.0059021276595744,0.0105263157894736,10778.57,21193.94,22,45,12,8,489.935,367.9986908976456,0.0454545454545454,1,22,False,normal,0.25959812536659455,0.03217047775671578,0.16862706632264302,80.2295918367347,NORMAL
MULE_02_003,1,1,1.0,7.351284969228074e-05,0.0,0.0,8991.71,9089.31,1,1,1,1,8991.71,0.0,0.0,0,1,True,mule,0.2802651254867948,0.0010464511386954845,0.16857765574755504,80.18707482993197,NORMAL
MULE_04_007,1,1,1.0,7.347934400194189e-05,0.0,0.0,8677.04,9093.59,1,1,1,1,8677.04,0.0,0.0,0,1,True,mule,0.28021619648318974,0.0005663193323601768,0.16835624562285792,80.14455782312925,NORMAL
ACC_01550,9,6,0.7,0.0004989809121992,0.0022485106382978,0.0,6544.87,15302.08,15,28,6,9,436.3246666666666,409.4708632729853,0.0,2,15,False,normal,0.2634323651140079,0.025492522737353987,0.16825642816334632,80.10204081632652,NORMAL
