user_id,signup_date,plan_type,region,churn_label
U_01462,2024-08-05,Free,West,1
U_01463,2024-01-11,Pro,East,0
U_01464,2026-03-22,Free,East,1
U_01465,2025-11-22,Free,East,1
U_01466,2024-01-27,Free,South,1
U_01467,2026-03-08,Free,North,1
U_01468,2025-05-11,Free,North,1
U_01469,2025-11-11,Pro,South,1
U_01470,2025-07-14,Free,East,1
U_01471,2026-03-11,Free,West,1
U_01472,2025-11-19,Free,North,1
U_01473,2026-01-12,Free,South,1
U_01474,2024-02-28,Pro,East,0
U_01475,2025-08-09,Pro,South,1
U_01476,2025-02-17,Pro,West,1
U_01477,2025-09-30,Enterprise,West,1
U_01478,2024-11-11,Free,East,0
U_01479,2026-02-27,Free,South,1
U_01480,2025-03-15,Free,North,0
U_01481,2024-05-09,Pro,South,1
U_01482,2024-04-07,Free,South,0
U_01483,2023-12-28,Enterprise,West,0
U_01484,2025-01-08,Pro,South,1
U_01485,2023-10-03,Free,North,1
U_01486,2024-12-11,Free,South,0
U_01487,2024-01-02,Free,East,0
U_01488,2025-01-06,Free,South,1
U_01489,2025-01-14,Free,North,1
U_01490,2025-02-27,Free,West,0
U_01491,2026-02-06,Free,South,1
U_01492,2023-08-09,Free,West,0
U_01493,2026-01-14,Enterprise,West,0
U_01494,2024-12-12,Free,East,1
U_01495,2025-03-23,Pro,South,1
U_01496,2025-07-11,Pro,North,1
U_01497,2026-01-14,Free,East,1
U_01498,2024-09-04,Pro,South,0
U_01499,2024-10-21,Pro,South,0
U_01500,2026-05-22,Free,East,1
U_01501,2023-10-21,Free,East,1
U_01502,2025-06-11,Free,East,1
U_01503,2025-06-10,Free,North,0
U_01504,2023-09-01,Enterprise,West,0
U_01505,2025-05-12,Free,North,0
U_01506,2025-07-29,Pro,East,1
U_01507,2026-04-20,Pro,East,1
U_01508,2024-07-19,Pro,North,1
U_01509,2026-06-13,Free,West,1
U_01510,2025-01-27,Free,East,1
U_01511,2024-12-30,Pro,West,1
U_01512,2026-03-15,Enterprise,South,0
U_01513,2023-09-07,Pro,North,0
U_01514,2025-09-05,Enterprise,West,0
U_01515,2025-05-29,Free,North,0
U_01516,2024-07-27,Free,East,1
U_01517,2026-02-05,Free,West,0
U_01518,2024-08-26,Free,West,0
U_01519,2024-12-19,Enterprise,South,0
U_01520,2025-02-12,Free,North,1
U_01521,2025-10-31,Pro,South,0
U_01522,2024-03-13,Free,South,1
U_01523,2024-11-07,Free,East,0
U_01524,2024-10-25,Free,West,1
U_01525,2025-03-14,Pro,North,0
U_01526,2025-12-30,Pro,East,0
U_01527,2024-06-09,Enterprise,North,0
U_01528,2025-12-31,Pro,South,0
U_01529,2024-10-05,Pro,South,0
U_01530,2025-01-19,Free,South,0
U_01531,2024-05-17,Pro,North,0
U_01532,2025-01-22,Pro,South,1
U_01533,2026-06-06,Free,East,0
U_01534,2025-06-29,Pro,East,0
U_01535,2025-11-23,Enterprise,West,1
U_01536,2024-07-19,Free,North,0
U_01537,2024-07-05,Free,South,0
U_01538,2024-06-15,Free,North,0
U_01539,2025-04-18,Pro,East,0
U_01540,2025-06-08,Free,East,1
U_01541,2025-11-14,Enterprise,South,0
U_01542,2023-09-13,Free,South,0
U_01543,2025-09-10,Enterprise,East,0
U_01544,2026-03-03,Free,East,1
U_01545,2025-03-05,Free,North,0
U_01546,2023-09-23,Free,South,0
U_01547,2024-06-17,Pro,West,0
U_01548,2023-08-08,Free,West,0
U_01549,2024-02-20,Free,North,0
U_01550,2026-04-10,Pro,North,0
U_01551,2025-05-11,Free,East,0
U_01552,2025-07-03,Pro,East,0
U_01553,2025-11-20,Pro,South,1
U_01554,2026-03-28,Free,East,1
U_01555,2025-05-15,Pro,South,0
U_01556,2025-05-20,Pro,East,0
U_01557,2025-05-31,Free,South,1
U_01558,2025-08-13,Free,West,1
U_01559,2025-04-28,Free,West,0
U_01560,2025-07-27,Free,North,0
U_01561,2024-03-15,Enterprise,East,1
U_01562,2025-07-13,Pro,South,0
U_01563,2024-12-02,Pro,South,0
U_01564,2025-10-23,Free,South,0
U_01565,2023-11-18,Free,East,0
U_01566,2024-02-11,Pro,East,0
U_01567,2023-09-10,Pro,North,0
U_01568,2025-11-04,Free,West,0
U_01569,2026-04-02,Pro,South,0
U_01570,2025-06-30,Pro,West,0
U_01571,2024-08-29,Free,East,0
U_01572,2025-12-25,Free,East,0
U_01573,2025-11-17,Free,West,0
U_01574,2025-03-23,Free,South,0
U_01575,2024-05-03,Pro,North,0
U_01576,2024-06-18,Free,East,0
U_01577,2024-10-24,Free,East,1
U_01578,2024-07-06,Enterprise,South,0
U_01579,2024-11-03,Free,North,1
U_01580,2025-06-16,Free,South,1
U_01581,2026-04-23,Free,North,0
U_01582,2023-09-29,Pro,West,0
U_01583,2025-03-28,Pro,South,1
U_01584,2023-09-12,Free,East,0
U_01585,2023-12-06,Pro,South,0
U_01586,2025-12-12,Free,North,0
U_01587,2025-04-06,Enterprise,West,0
U_01588,2026-04-07,Pro,East,1
U_01589,2024-11-19,Enterprise,South,0
U_01590,2023-08-17,Pro,South,1
U_01591,2024-09-17,Enterprise,East,0
U_01592,2025-04-24,Free,East,0
U_01593,2026-04-27,Pro,South,0
U_01594,2026-06-12,Pro,South,1
U_01595,2024-12-20,Free,South,1
U_01596,2024-10-14,Enterprise,North,0
U_01597,2023-11-18,Free,North,0
U_01598,2025-06-19,Pro,North,1
U_01599,2024-03-15,Free,East,0
U_01600,2024-01-10,Free,East,0
U_01601,2023-08-18,Free,West,1
U_01602,2023-08-07,Free,North,0
U_01603,2025-07-30,Free,West,1
U_01604,2023-12-09,Free,North,0
U_01605,2026-05-28,Pro,South,0
U_01606,2023-11-03,Free,East,1
U_01607,2026-02-13,Free,East,0
U_01608,2023-12-17,Free,East,0
U_01609,2023-08-20,Pro,South,0
U_01610,2025-09-06,Free,North,1
U_01611,2024-04-16,Free,West,0
U_01612,2025-09-21,Pro,East,0
U_01613,2024-02-17,Free,North,0
U_01614,2023-09-24,Free,East,0
U_01615,2025-11-04,Free,South,0
U_01616,2025-08-31,Free,North,1
U_01617,2026-01-29,Free,South,1
U_01618,2025-09-17,Pro,East,1
U_01619,2023-10-30,Free,East,1
U_01620,2025-06-02,Free,East,0
U_01621,2025-08-27,Pro,East,0
U_01622,2024-12-04,Enterprise,North,0
U_01623,2026-04-21,Free,West,0
U_01624,2024-04-28,Enterprise,South,0
U_01625,2026-05-25,Free,East,0
U_01626,2025-09-04,Pro,North,0
U_01627,2023-08-14,Pro,North,1
U_01628,2023-08-17,Free,North,1
U_01629,2025-06-25,Free,East,0
U_01630,2025-12-20,Free,North,1
U_01631,2023-10-25,Free,West,1
U_01632,2024-06-28,Free,North,0
U_01633,2025-09-17,Enterprise,East,0
U_01634,2024-01-25,Enterprise,South,0
U_01635,2026-02-04,Free,South,0
U_01636,2025-01-01,Free,South,0
U_01637,2023-10-04,Pro,North,0
U_01638,2024-08-27,Free,North,0
U_01639,2025-04-05,Free,South,1
U_01640,2024-11-11,Free,South,0
U_01641,2025-07-23,Pro,West,0
U_01642,2024-01-03,Free,South,1
U_01643,2025-11-28,Free,East,0
U_01644,2024-08-23,Pro,South,1
U_01645,2025-06-19,Free,North,0
U_01646,2025-06-03,Free,South,0
U_01647,2024-10-20,Free,East,1
U_01648,2024-09-16,Pro,South,0
U_01649,2025-11-17,Free,South,0
U_01650,2026-05-05,Pro,West,0
U_01651,2025-11-15,Free,West,0
U_01652,2025-03-28,Pro,North,1
U_01653,2024-06-08,Enterprise,North,0
U_01654,2023-10-05,Free,East,0
U_01655,2026-06-05,Free,South,1
U_01656,2025-08-20,Free,South,0
U_01657,2025-12-31,Enterprise,South,0
U_01658,2024-07-20,Free,West,1
U_01659,2025-05-08,Free,South,0
U_01660,2026-06-08,Free,North,0
U_01661,2026-01-04,Pro,East,0
U_01662,2025-05-03,Free,South,1
U_01663,2024-06-25,Free,West,1
U_01664,2024-10-31,Pro,East,1
U_01665,2026-03-05,Pro,West,0
U_01666,2024-09-06,Pro,South,0
U_01667,2025-08-01,Free,East,1
U_01668,2025-05-04,Pro,West,0
U_01669,2026-03-14,Free,West,1
U_01670,2025-12-09,Pro,West,0
U_01671,2024-05-30,Pro,North,1
U_01672,2023-08-03,Free,East,1
U_01673,2024-05-08,Free,East,1
U_01674,2024-10-25,Free,South,1
U_01675,2025-04-18,Free,West,0
U_01676,2025-12-18,Pro,East,0
U_01677,2026-03-05,Free,South,1
U_01678,2023-09-16,Pro,South,0
U_01679,2026-01-06,Pro,West,0
U_01680,2025-12-14,Pro,East,1
U_01681,2026-02-11,Enterprise,East,1
U_01682,2025-04-02,Enterprise,West,0
U_01683,2024-05-19,Free,East,1
U_01684,2026-01-25,Free,North,0
U_01685,2025-12-09,Free,North,1
U_01686,2025-07-31,Free,East,1
U_01687,2026-04-02,Pro,West,0
U_01688,2024-08-05,Pro,North,1
U_01689,2023-10-31,Free,South,1
U_01690,2025-03-14,Free,South,1
U_01691,2025-11-29,Free,South,0
U_01692,2024-03-02,Free,East,0
U_01693,2025-10-09,Pro,South,0
U_01694,2026-04-21,Free,South,1
U_01695,2024-04-07,Free,North,0
U_01696,2025-05-09,Pro,West,0
U_01697,2025-07-24,Free,South,0
U_01698,2024-12-10,Free,North,1
U_01699,2024-03-09,Free,South,1
U_01700,2024-04-29,Free,North,0
U_01701,2025-10-10,Enterprise,North,0
U_01702,2025-11-22,Enterprise,North,0
U_01703,2024-12-04,Free,East,1
U_01704,2023-11-03,Enterprise,North,0
U_01705,2025-12-08,Free,West,0
U_01706,2025-11-02,Free,West,0
U_01707,2024-04-06,Pro,North,0
U_01708,2025-04-10,Free,South,0
U_01709,2026-03-15,Pro,North,0
U_01710,2026-03-02,Pro,West,1
U_01711,2025-02-08,Free,West,0
U_01712,2024-12-22,Free,West,0
U_01713,2025-04-21,Pro,North,0
U_01714,2024-02-19,Pro,South,0
U_01715,2024-02-23,Pro,North,1
U_01716,2024-02-10,Free,East,1
U_01717,2025-08-18,Pro,West,1
U_01718,2024-08-22,Free,West,0
U_01719,2025-03-25,Pro,West,0
U_01720,2024-10-04,Free,South,0
U_01721,2025-02-03,Enterprise,East,1
U_01722,2024-01-07,Free,East,0
U_01723,2023-09-18,Pro,East,1
U_01724,2026-06-29,Free,North,1
U_01725,2024-09-03,Pro,North,0
U_01726,2023-11-23,Enterprise,West,0
U_01727,2025-06-06,Free,South,0
U_01728,2025-11-18,Pro,East,1
U_01729,2024-01-15,Free,West,1
U_01730,2025-04-29,Free,West,0
U_01731,2024-08-03,Pro,North,1
U_01732,2025-02-05,Free,South,0
U_01733,2023-08-23,Free,East,0
U_01734,2023-09-06,Free,West,1
U_01735,2026-06-22,Pro,East,0
U_01736,2026-02-10,Pro,North,0
U_01737,2025-01-01,Pro,East,0
U_01738,2025-03-28,Free,East,0
U_01739,2024-05-06,Free,South,1
U_01740,2025-11-09,Free,West,0
U_01741,2024-10-29,Free,North,0
U_01742,2026-05-06,Enterprise,South,1
U_01743,2025-10-27,Pro,North,0
U_01744,2025-12-21,Pro,South,0
U_01745,2026-05-25,Enterprise,South,1
U_01746,2024-04-28,Free,South,1
U_01747,2023-09-11,Pro,West,0
U_01748,2024-03-03,Pro,East,1
U_01749,2024-02-10,Free,South,1
U_01750,2023-10-30,Free,North,0
U_01751,2023-09-25,Free,West,0
U_01752,2025-03-18,Free,West,0
U_01753,2026-02-15,Free,North,1
U_01754,2024-12-02,Free,West,0
U_01755,2026-05-07,Enterprise,East,1
U_01756,2026-03-28,Pro,East,1
U_01757,2023-10-09,Pro,South,0
U_01758,2025-04-30,Pro,West,0
U_01759,2024-09-28,Free,North,0
U_01760,2023-12-07,Pro,East,0
U_01761,2026-05-20,Free,North,1
U_01762,2024-05-02,Pro,North,1
U_01763,2025-03-25,Pro,East,0
U_01764,2025-06-14,Free,South,1
U_01765,2026-05-17,Free,East,0
U_01766,2025-07-15,Pro,North,0
U_01767,2024-09-24,Free,East,1
U_01768,2024-11-21,Free,South,1
U_01769,2024-01-19,Free,South,0
U_01770,2026-05-27,Free,East,0
U_01771,2026-06-24,Pro,North,0
U_01772,2024-03-25,Free,South,1
U_01773,2023-09-12,Pro,North,0
U_01774,2024-04-30,Pro,East,0
U_01775,2024-08-11,Pro,North,1
U_01776,2026-03-21,Free,West,1
U_01777,2026-03-23,Pro,East,0
U_01778,2026-01-10,Free,West,0
U_01779,2023-09-21,Pro,North,0
U_01780,2025-11-17,Free,South,1
U_01781,2025-08-27,Free,North,0
U_01782,2025-06-21,Free,West,0
U_01783,2026-06-17,Free,North,0
U_01784,2023-09-30,Free,East,1
U_01785,2024-01-03,Pro,East,0
U_01786,2025-10-14,Pro,North,1
U_01787,2026-04-29,Enterprise,South,0
U_01788,2025-07-23,Enterprise,South,0
U_01789,2024-06-15,Pro,East,1
U_01790,2025-04-23,Free,South,0
U_01791,2025-10-17,Free,North,0
U_01792,2023-11-22,Free,East,0
U_01793,2024-07-12,Pro,West,0
U_01794,2024-05-01,Enterprise,North,0
U_01795,2023-12-12,Free,West,1
U_01796,2024-12-27,Pro,North,0
U_01797,2024-01-28,Free,South,1
U_01798,2024-04-12,Pro,West,0
U_01799,2024-01-01,Free,West,0
U_01800,2025-07-24,Pro,North,0
U_01801,2023-08-15,Pro,North,1
U_01802,2025-09-04,Pro,North,0
U_01803,2024-02-25,Free,East,0
U_01804,2023-09-09,Free,North,1
U_01805,2026-04-16,Free,North,0
U_01806,2024-03-24,Pro,South,0
U_01807,2026-04-23,Free,West,0
U_01808,2026-02-10,Free,West,0
U_01809,2026-03-06,Free,West,0
U_01810,2023-12-28,Free,North,1
U_01811,2024-11-20,Free,East,0
U_01812,2023-11-13,Pro,South,1
U_01813,2026-04-18,Free,South,1
U_01814,2026-01-15,Pro,East,0
U_01815,2025-06-01,Free,South,0
U_01816,2024-11-26,Free,South,1
U_01817,2024-07-29,Enterprise,South,0
U_01818,2025-12-26,Free,East,1
U_01819,2024-12-23,Pro,South,0
U_01820,2025-06-01,Free,South,1
U_01821,2024-01-01,Pro,West,1
U_01822,2024-03-25,Pro,South,1
U_01823,2023-10-01,Free,North,0
U_01824,2025-08-31,Free,North,1
U_01825,2025-03-13,Free,East,0
U_01826,2024-01-03,Free,West,1
U_01827,2026-02-15,Free,North,0
U_01828,2024-05-11,Free,South,1
U_01829,2024-10-13,Free,West,1
U_01830,2024-01-14,Pro,South,0
U_01831,2024-05-17,Free,North,0
U_01832,2026-01-12,Free,South,1
U_01833,2024-07-23,Pro,East,0
U_01834,2024-01-27,Enterprise,East,0
U_01835,2025-01-06,Free,South,0
U_01836,2024-07-06,Free,South,0
U_01837,2026-03-21,Free,North,1
U_01838,2023-12-01,Free,South,1
U_01839,2026-06-10,Pro,East,1
U_01840,2023-10-01,Enterprise,West,1
U_01841,2026-03-13,Free,North,0
U_01842,2025-07-14,Pro,East,0
U_01843,2024-03-14,Free,East,0
U_01844,2024-12-22,Enterprise,South,0
U_01845,2024-06-02,Free,West,0
U_01846,2024-05-02,Free,East,0
U_01847,2024-03-03,Free,East,0
U_01848,2024-08-24,Pro,North,1
U_01849,2026-06-23,Free,South,0
U_01850,2026-06-30,Pro,East,0
U_01851,2026-04-14,Free,East,1
U_01852,2023-11-14,Free,West,0
U_01853,2024-06-05,Free,West,0
U_01854,2026-03-14,Enterprise,East,0
U_01855,2023-10-02,Free,South,0
U_01856,2025-09-14,Pro,East,0
U_01857,2024-06-09,Pro,East,0
U_01858,2026-06-10,Pro,South,0
U_01859,2023-08-19,Free,East,1
U_01860,2025-12-09,Enterprise,North,1
U_01861,2024-07-30,Pro,East,1
U_01862,2023-12-29,Enterprise,North,0
U_01863,2023-08-04,Free,South,0
U_01864,2026-01-05,Free,West,0
U_01865,2025-02-13,Pro,West,1
U_01866,2024-02-16,Enterprise,South,0
U_01867,2024-11-07,Enterprise,North,0
U_01868,2026-03-31,Free,West,1
U_01869,2024-03-21,Enterprise,West,0
U_01870,2025-04-02,Free,South,0
U_01871,2023-12-27,Free,South,1
U_01872,2024-02-10,Pro,North,1
U_01873,2025-10-31,Free,North,0
U_01874,2025-08-29,Free,West,0
U_01875,2024-02-27,Pro,South,0
U_01876,2023-10-25,Pro,North,0
U_01877,2023-11-03,Enterprise,West,0
U_01878,2025-05-11,Free,West,0
U_01879,2025-01-11,Free,West,0
U_01880,2024-05-19,Free,North,1
U_01881,2024-03-08,Pro,South,0
U_01882,2025-05-15,Free,South,0
U_01883,2025-08-25,Pro,South,1
U_01884,2025-12-14,Free,South,1
U_01885,2025-04-14,Pro,West,0
U_01886,2024-03-04,Pro,North,0
U_01887,2023-10-11,Pro,North,1
U_01888,2025-09-21,Pro,South,0
U_01889,2024-10-10,Free,East,0
U_01890,2025-09-09,Enterprise,North,1
U_01891,2023-09-30,Pro,East,0
U_01892,2025-12-13,Free,West,0
U_01893,2024-07-24,Free,South,0
U_01894,2026-01-15,Free,East,0
U_01895,2026-02-08,Free,West,0
U_01896,2025-01-08,Free,North,0
U_01897,2023-08-18,Pro,South,0
U_01898,2026-03-29,Pro,West,0
U_01899,2024-12-22,Free,North,1
U_01900,2026-02-16,Pro,North,0
U_01901,2024-05-11,Free,South,1
U_01902,2024-02-16,Free,North,0
U_01903,2026-01-04,Free,East,0
U_01904,2024-08-27,Free,West,0
U_01905,2024-01-23,Pro,East,0
U_01906,2024-08-31,Pro,South,0
U_01907,2025-04-27,Free,North,1
U_01908,2023-08-06,Free,South,0
U_01909,2025-02-06,Free,East,1
U_01910,2024-11-19,Pro,East,0
U_01911,2025-02-01,Free,North,0
U_01912,2023-12-08,Pro,South,1
U_01913,2025-09-01,Pro,East,0
U_01914,2025-12-19,Free,North,1
U_01915,2026-02-09,Pro,West,0
U_01916,2024-07-09,Free,South,0
U_01917,2025-08-29,Pro,West,0
U_01918,2024-09-11,Free,South,1
U_01919,2025-10-10,Free,East,0
U_01920,2023-10-06,Pro,West,1
U_01921,2026-02-17,Free,West,0
U_01922,2026-05-15,Free,West,0
U_01923,2025-01-10,Pro,North,1
U_01924,2025-01-30,Pro,South,1
U_01925,2025-02-17,Pro,South,0
U_01926,2025-02-24,Free,South,0
U_01927,2023-08-24,Free,North,0
U_01928,2026-05-29,Free,East,1
U_01929,2024-03-27,Free,South,0
U_01930,2024-02-12,Pro,East,0
U_01931,2023-11-19,Pro,East,0
U_01932,2024-04-24,Pro,South,1
U_01933,2025-12-20,Free,North,0
U_01934,2023-09-03,Free,South,0
U_01935,2023-11-12,Free,South,0
U_01936,2025-08-16,Free,South,0
U_01937,2024-02-25,Pro,West,0
U_01938,2023-08-20,Free,South,0
U_01939,2025-05-01,Free,East,0
U_01940,2025-04-07,Enterprise,East,1
U_01941,2025-02-09,Free,North,1
U_01942,2025-08-20,Free,North,1
U_01943,2023-11-19,Pro,East,1
U_01944,2026-02-13,Pro,South,0
U_01945,2025-09-04,Enterprise,North,0
U_01946,2023-09-19,Pro,South,0
U_01947,2023-12-11,Free,West,0
U_01948,2025-01-09,Free,West,0
U_01949,2025-01-16,Free,South,0
U_01950,2024-05-26,Free,East,1
U_01951,2023-12-10,Free,East,0
U_01952,2024-10-07,Free,South,1
U_01953,2023-12-25,Free,West,0
U_01954,2025-04-23,Free,East,1
U_01955,2026-02-04,Free,East,0
U_01956,2024-01-05,Enterprise,South,0
U_01957,2025-04-03,Free,West,0
U_01958,2025-10-05,Free,West,0
U_01959,2024-01-24,Pro,South,0
U_01960,2025-12-29,Free,East,0
U_01961,2026-04-27,Free,East,0
U_01962,2024-09-19,Pro,West,0
U_01963,2024-10-23,Pro,South,1
U_01964,2026-01-13,Pro,North,0
U_01965,2025-02-12,Free,South,1
U_01966,2024-09-26,Pro,South,1
U_01967,2026-05-01,Free,West,0
U_01968,2025-11-07,Free,West,0
U_01969,2024-07-27,Pro,South,0
U_01970,2024-04-14,Enterprise,South,1
U_01971,2024-07-24,Free,West,0
U_01972,2024-11-08,Free,South,1
U_01973,2026-06-12,Free,South,1
U_01974,2025-12-06,Pro,South,1
U_01975,2026-04-01,Free,North,1
U_01976,2025-12-17,Enterprise,West,0
U_01977,2026-01-21,Free,West,1
U_01978,2023-09-28,Pro,South,0
U_01979,2025-02-03,Free,East,0
U_01980,2026-05-19,Free,West,1
U_01981,2026-04-23,Pro,East,0
U_01982,2024-04-23,Pro,North,0
U_01983,2024-10-24,Free,South,1
U_01984,2025-06-06,Pro,North,0
U_01985,2024-08-24,Pro,North,1
U_01986,2025-02-17,Enterprise,South,0
U_01987,2023-10-14,Free,East,0
U_01988,2024-11-05,Pro,East,1
U_01989,2025-01-21,Pro,North,0
U_01990,2023-08-24,Pro,North,1
U_01991,2023-12-28,Pro,West,1
U_01992,2026-05-31,Free,North,1
U_01993,2025-11-06,Free,East,1
U_01994,2026-04-26,Pro,West,0
U_01995,2025-06-07,Free,South,1
U_01996,2025-12-11,Enterprise,North,0
U_01997,2026-03-01,Pro,West,1
U_01998,2026-03-02,Pro,South,0
U_01999,2023-09-07,Free,South,0
U_02000,2025-06-15,Free,South,1
U_02001,2024-05-11,Free,North,0
U_02002,2025-07-25,Free,West,0
U_02003,2024-05-19,Free,East,1
U_02004,2025-03-02,Free,South,1
U_02005,2026-04-13,Free,South,0
U_02006,2025-05-25,Free,South,0
U_02007,2024-04-25,Pro,North,1
U_02008,2025-02-06,Free,West,0
U_02009,2024-11-06,Free,South,0
U_02010,2026-05-11,Pro,South,0
U_02011,2024-06-03,Pro,East,0
U_02012,2024-06-22,Enterprise,East,1
U_02013,2025-06-22,Free,North,0
U_02014,2023-12-08,Enterprise,North,0
U_02015,2025-04-26,Pro,South,1
U_02016,2026-05-17,Free,West,1
U_02017,2025-01-30,Free,West,0
U_02018,2024-05-14,Pro,West,1
U_02019,2024-12-11,Pro,West,1
U_02020,2025-02-21,Pro,South,1
U_02021,2024-01-07,Pro,West,0
U_02022,2023-12-12,Free,North,1
U_02023,2023-12-20,Free,West,0
U_02024,2024-06-09,Free,South,0
U_02025,2024-10-08,Free,East,1
U_02026,2024-06-04,Pro,South,1
U_02027,2024-04-17,Free,East,0
U_02028,2023-11-03,Pro,North,1
U_02029,2025-03-06,Free,North,1
U_02030,2026-01-13,Pro,East,0
U_02031,2025-05-13,Enterprise,North,1
U_02032,2025-03-31,Pro,West,0
U_02033,2025-06-25,Free,West,0
U_02034,2024-03-03,Free,West,0
U_02035,2025-08-28,Free,North,1
U_02036,2024-12-05,Pro,North,0
U_02037,2025-03-08,Pro,North,0
U_02038,2025-05-16,Pro,West,0
U_02039,2024-12-13,Free,South,0
U_02040,2024-06-27,Free,North,0
U_02041,2024-04-16,Free,North,0
U_02042,2024-03-25,Free,West,1
U_02043,2025-01-29,Free,East,0
U_02044,2024-09-13,Pro,South,1
U_02045,2025-04-17,Free,East,1
U_02046,2023-08-14,Enterprise,East,1
U_02047,2024-08-11,Free,North,1
U_02048,2026-02-05,Pro,East,0
U_02049,2024-04-12,Free,North,1
U_02050,2025-03-17,Free,East,0
U_02051,2025-01-06,Pro,West,1
U_02052,2024-05-31,Free,South,0
U_02053,2026-06-19,Enterprise,East,0
U_02054,2024-06-12,Free,South,1
U_02055,2025-11-02,Free,East,0
U_02056,2024-01-18,Enterprise,East,0
U_02057,2023-10-12,Pro,West,0
U_02058,2026-02-15,Pro,East,0
U_02059,2024-11-13,Free,West,0
U_02060,2023-10-07,Pro,South,0
U_02061,2024-09-18,Enterprise,West,0
U_02062,2024-11-12,Free,East,0
U_02063,2025-09-23,Pro,West,1
U_02064,2023-11-26,Free,South,0
U_02065,2024-03-29,Pro,West,1
U_02066,2026-05-20,Free,South,1
U_02067,2025-09-27,Free,South,1
U_02068,2024-01-13,Pro,West,0
U_02069,2024-07-26,Free,East,0
U_02070,2024-08-11,Pro,South,0
U_02071,2025-07-21,Pro,North,1
U_02072,2025-05-19,Free,West,0
U_02073,2026-01-24,Pro,South,0
U_02074,2025-12-24,Pro,East,1
U_02075,2025-02-03,Free,North,0
U_02076,2025-09-27,Free,West,0
U_02077,2025-10-02,Free,South,1
U_02078,2025-10-19,Enterprise,North,1
U_02079,2024-12-20,Free,North,0
U_02080,2025-11-15,Pro,West,0
U_02081,2025-08-26,Free,North,0
U_02082,2026-04-03,Free,West,0
U_02083,2023-12-15,Pro,West,1
U_02084,2026-02-15,Pro,North,0
U_02085,2023-08-06,Free,North,0
U_02086,2025-10-26,Enterprise,West,0
U_02087,2025-04-17,Enterprise,West,0
U_02088,2025-01-13,Pro,East,0
U_02089,2026-05-24,Free,South,1
U_02090,2025-04-02,Pro,East,0
U_02091,2024-10-20,Pro,East,0
U_02092,2025-11-14,Free,East,0
U_02093,2026-02-17,Pro,East,1
U_02094,2025-05-10,Free,East,1
U_02095,2024-09-09,Free,West,1
U_02096,2024-11-26,Pro,East,0
U_02097,2024-12-02,Free,North,1
U_02098,2025-09-10,Free,South,0
U_02099,2024-06-09,Pro,West,0
U_02100,2024-09-21,Pro,East,1
U_02101,2025-03-16,Free,North,1
U_02102,2024-09-14,Pro,North,0
U_02103,2024-07-10,Pro,North,0
U_02104,2025-11-18,Free,North,1
U_02105,2026-01-23,Free,West,0
U_02106,2025-01-15,Free,South,0
U_02107,2024-11-17,Pro,West,0
U_02108,2024-02-14,Free,East,0
U_02109,2024-06-21,Pro,West,0
U_02110,2024-01-03,Pro,East,0
U_02111,2025-04-06,Free,South,1
U_02112,2025-04-12,Free,North,0
U_02113,2023-11-03,Free,North,1
U_02114,2026-04-08,Free,West,0
U_02115,2024-07-12,Pro,West,1
U_02116,2026-01-17,Free,West,1
U_02117,2026-01-11,Free,North,0
U_02118,2026-05-20,Free,North,1
U_02119,2024-03-06,Free,West,1
U_02120,2024-10-29,Pro,West,0
U_02121,2026-03-29,Pro,West,1
U_02122,2023-08-13,Pro,West,1
U_02123,2023-09-21,Pro,North,0
U_02124,2025-03-26,Pro,East,0
U_02125,2025-01-13,Free,North,1
U_02126,2026-04-09,Enterprise,East,0
U_02127,2025-11-03,Pro,West,0
U_02128,2025-02-26,Free,West,1
U_02129,2026-07-01,Free,West,1
U_02130,2025-02-03,Pro,East,0
U_02131,2025-02-03,Pro,East,1
U_02132,2025-08-01,Free,South,0
U_02133,2024-09-20,Free,East,1
U_02134,2024-08-17,Enterprise,South,0
U_02135,2025-04-26,Pro,South,0
U_02136,2024-08-10,Free,West,1
U_02137,2026-05-08,Free,South,0
U_02138,2025-07-23,Pro,East,1
U_02139,2025-02-11,Free,East,1
U_02140,2023-11-15,Pro,North,0
U_02141,2024-09-04,Pro,West,0
U_02142,2024-10-02,Pro,East,0
U_02143,2025-03-22,Free,West,0
U_02144,2025-04-04,Free,North,0
U_02145,2026-02-24,Free,West,0
U_02146,2026-05-26,Free,North,1
U_02147,2025-01-01,Free,East,0
U_02148,2024-11-13,Free,North,0
U_02149,2025-05-28,Pro,South,1
U_02150,2026-06-28,Pro,South,1
U_02151,2024-08-01,Free,West,0
U_02152,2025-02-17,Free,West,1
U_02153,2025-12-18,Free,South,0
U_02154,2024-01-30,Free,South,0
U_02155,2024-07-06,Pro,North,1
U_02156,2026-06-10,Pro,North,1
U_02157,2025-12-29,Free,North,1
U_02158,2025-01-29,Pro,West,0
U_02159,2023-11-27,Pro,North,0
U_02160,2026-03-12,Free,West,1
U_02161,2025-08-06,Pro,South,0
U_02162,2025-12-23,Pro,North,0
U_02163,2026-06-22,Pro,South,0
U_02164,2026-03-05,Pro,North,1
U_02165,2024-10-23,Free,North,1
U_02166,2024-01-15,Free,East,1
U_02167,2024-06-06,Pro,West,1
U_02168,2025-01-28,Free,West,1
U_02169,2025-01-21,Free,South,1
U_02170,2024-02-18,Free,East,0
U_02171,2024-02-12,Pro,East,0
U_02172,2025-06-03,Pro,West,1
